node	dir	logFC	fdr	AbslogFC	Log2IvFdr
hsa-miR-18a-5p	up	5.20380312632682	5.66670838817961e-11	5.20380312632682	34.0386980812556
hsa-miR-26a-5p	up	3.46962061718514	3.58101944166065e-10	3.46962061718514	31.3789105976792
hsa-miR-222-3p	up	2.32216649244537	2.79620625045934e-09	2.32216649244537	28.4138820749823
hsa-miR-454-3p	up	4.50005439382554	2.69850385175126e-14	4.50005439382554	45.0748335818579
hsa-miR-148b-3p	up	1.2743024553372	0.0282441603233067	1.2743024553372	5.14590357865385
hsa-miR-107	up	2.70508555266788	2.39195229948775e-06	2.70508555266788	18.6733799498461
hsa-miR-190b	up	1.6799191839069	0.0105424436344854	1.6799191839069	6.56764688155258
hsa-miR-26b-5p	up	4.91580206477167	2.37451653056682e-10	4.91580206477167	31.9716471490961
hsa-miR-301a-3p	up	3.52143008055101	2.89912394589841e-08	3.52143008055101	25.039807745013
hsa-miR-301b-3p	up	1.96264467674135	0.000370057985067336	1.96264467674135	11.3999610325518
hsa-miR-182-5p	up	1.80522836469063	0.00536837950369884	1.80522836469063	7.54129762192587
hsa-miR-31-5p	up	2.10848938826639	0.00683129608573208	2.10848938826639	7.19362496104199
hsa-miR-1271-5p	up	2.87470800440553	2.30389261234386e-09	2.87470800440553	28.693279381672
hsa-miR-129-5p	up	1.38779081829636	0.0114469451057575	1.38779081829636	6.44889355816137
hsa-miR-369-3p	down	-2.16943254231645	0.00143366920293941	2.16943254231645	9.44607210185827
ZAP70	up	1.21123216909793	0.00412253959627465	1.21123216909793	7.92225093409826
hsa-miR-200a-3p	up	3.28099895909528	5.71086052616144e-05	3.28099895909528	14.0959323237197
IL33	up	1.32682561006061	0.0160597026753889	1.32682561006061	5.96041100630385
hsa-miR-27b-3p	up	1.46974073633405	7.46655174176041e-05	1.46974073633405	13.709198353729
hsa-miR-135a-5p	up	1.7064731711533	0.0175282107165601	1.7064731711533	5.83417745677456
hsa-miR-141-3p	up	4.72425713134631	3.76510281817717e-11	4.72425713134631	34.6285197809225
hsa-miR-10b-5p	up	4.65112750951584	8.42763533975967e-10	4.65112750951584	30.1441530581762
ESR1	down	-1.61349073006713	0.00179990088267055	1.61349073006713	9.11786682256095
hsa-miR-155-5p	up	1.32431760355812	0.00671914291763013	1.32431760355812	7.21750706763197
hsa-miR-374a-5p	up	1.89447560990763	1.05828222269153e-05	1.89447560990763	16.5279160577771
hsa-miR-10a-5p	up	4.98348360781001	2.54081095548221e-09	4.98348360781001	28.5520638157592
EEF1A2	down	-3.16921046006367	0.00562936369936834	3.16921046006367	7.4728124244605
PIM1	up	1.06576967511139	0.00396584361144627	1.06576967511139	7.97815649701954
IGHA2	up	2.77554970340833	0.0165991858907524	2.77554970340833	5.9127437036348
IGHA1	up	2.79464981329531	0.0205654577537117	2.79464981329531	5.60363300552894
IGLL5	up	2.93973645675666	0.00214039086481751	2.93973645675666	8.86791000801561
hsa-miR-346	down	-2.42229222689031	0.0159030879156636	2.42229222689031	5.97454926778215
IRF8	up	1.19184969382312	0.00939402241730712	1.19184969382312	6.73404124830513
GATA3	down	-1.12378873613056	0.0219065995665794	1.12378873613056	5.51249062918742
hsa-miR-214-5p	up	1.91961956778384	0.00454491154594367	1.91961956778384	7.78153206801393
hsa-miR-15b-5p	up	4.97247406727533	2.00451162953537e-15	4.97247406727533	48.8256706357423
hsa-miR-424-5p	up	1.37889015670152	0.0178484444091234	1.37889015670152	5.80805784891192
hsa-miR-331-3p	up	2.57354701954965	3.00578584051972e-06	2.57354701954965	18.3438263471047
hsa-miR-16-5p	up	4.82426185666549	1.10235248731121e-10	4.82426185666549	33.0786953362319
hsa-miR-342-3p	up	1.72956319365378	0.000374805688391166	1.72956319365378	11.3815695307374
hsa-miR-195-5p	up	2.87896722943219	2.3058518970595e-06	2.87896722943219	18.7262687164557
hsa-let-7a-5p	up	6.85277046416897	1.56043436476651e-11	6.85277046416897	35.8992613680914
hsa-let-7c-5p	up	1.4866635960895	0.0124605340430998	1.4866635960895	6.32649028796008
hsa-miR-23a-3p	up	1.4247409440254	0.0070585365734708	1.4247409440254	7.14641518006704
hsa-let-7d-5p	up	2.68287919159188	4.39959323441806e-07	2.68287919159188	21.116126519056
hsa-miR-98-5p	up	4.25013694010836	1.37940842662244e-08	4.25013694010836	26.1113750739501
hsa-let-7e-5p	up	3.76970392106381	1.04242976397723e-06	3.76970392106381	19.8716183871653
hsa-miR-23b-3p	up	2.69167714887179	0.00031269282621455	2.69167714887179	11.6429662581548
hsa-let-7f-5p	up	4.68996034309944	8.41863405724535e-11	4.68996034309944	33.4676228720726
hsa-let-7g-5p	up	2.88230015261241	2.06928865084643e-07	2.88230015261241	22.2043617594203
SH2D1A	up	1.11737059054842	0.00197064953403878	1.11737059054842	8.98711305848954
TNFSF14	up	1.29197291714654	0.00328693771607896	1.29197291714654	8.24904016549831
hsa-miR-376a-3p	down	-1.6130334639498	0.00398137103687086	1.6130334639498	7.9725189575408
hsa-miR-29b-3p	up	2.37529301367963	1.04242976397723e-06	2.37529301367963	19.8716183871653
hsa-miR-29a-3p	up	1.91785065753981	3.59238433403265e-05	1.91785065753981	14.7646987682494
hsa-miR-138-5p	up	2.3039445076118	4.97767346812169e-05	2.3039445076118	14.2941688807938
hsa-miR-340-5p	up	3.16852799292164	2.90774795958271e-11	3.16852799292164	35.0013068203146
hsa-miR-32-5p	up	1.56839286843817	0.0101974178348863	1.56839286843817	6.61565230703062
hsa-miR-34c-5p	up	1.45947258621476	0.0112535500494988	1.45947258621476	6.47347600336488
hsa-miR-200c-3p	up	1.91333375013737	1.04242976397723e-06	1.91333375013737	19.8716183871653
hsa-miR-200b-3p	up	2.67064576456097	1.55715538752753e-06	2.67064576456097	19.29265565212
hsa-miR-429	up	2.47641845589544	1.25877542258942e-05	2.47641845589544	16.2776195588277
hsa-miR-582-5p	up	3.51083312157301	0.0373386463374746	3.51083312157301	4.74318656423558
hsa-miR-196b-5p	up	3.04793095549512	1.53517515515265e-07	3.04793095549512	22.6350933955516
hsa-miR-423-5p	down	-1.59599216581548	0.00128025193794645	1.59599216581548	9.60935654173336
SIAH2	down	-1.11541629340672	0.00935937144679661	1.11541629340672	6.73937263957973
SELL	up	1.2511302216457	0.0387860728655943	1.2511302216457	4.68831748103996
hsa-miR-33b-5p	up	1.4903734538185	0.0124605340430998	1.4903734538185	6.32649028796008
hsa-miR-223-3p	up	1.88810244624633	0.000813913793206972	1.88810244624633	10.2628363819854
hsa-miR-186-5p	up	3.11009582413249	0.000347454251052641	3.11009582413249	11.4908893473953
CFH	up	1.06347664158953	0.00328318509692725	1.06347664158953	8.25068819728807
hsa-miR-192-5p	up	1.04169248395941	0.0373163014115545	1.04169248395941	4.74405018856989
hsa-miR-9-5p	up	3.09119446914196	0.000378655993247486	3.09119446914196	11.3668246161373
hsa-miR-339-5p	up	1.81164648432867	0.0435143304881383	1.81164648432867	4.52236559066516
hsa-miR-28-5p	up	2.53178070009539	1.52884960779041e-09	2.53178070009539	29.2849063575336
hsa-miR-532-3p	up	2.48161339718995	2.51366757410018e-07	2.48161339718995	21.9237027944483
ASB2	up	1.34900023228132	0.00111450258202015	1.34900023228132	9.80938432570161
ATP8A1	up	1.12265663723735	0.0118635797644997	1.12265663723735	6.39731678956762
BCL11A	up	1.01142795120217	0.0376219146318443	1.01142795120217	4.73228291827728
BCL11B	up	1.02445118966582	0.00949543183641331	1.02445118966582	6.71855067142949
BLK	up	2.24256309730737	0.00201500855284975	2.24256309730737	8.95499832227225
BTLA	up	1.18823485311261	0.0230123508766018	1.18823485311261	5.44144781704405
C10orf10	up	1.12114590238646	0.0319177840486231	1.12114590238646	4.96949569651762
CCL19	up	2.36836661540954	0.000754528324868007	2.36836661540954	10.3721373192487
CD27	up	1.62177356352944	0.000576464885442112	1.62177356352944	10.7604796487607
CD38	up	1.44080493028952	0.00268203036071426	1.44080493028952	8.54245871594916
CD48	up	1.16498317912223	0.00717688072334309	1.16498317912223	7.12242734072133
CD6	up	1.45129836789233	0.00199833264341737	1.45129836789233	8.96698752982807
CD8B	up	1.10046211396387	0.0133145299277194	1.10046211396387	6.23085469497906
CFHR3	up	1.01359656328959	0.00529135424914815	1.01359656328959	7.56214727716423
CGN	down	-1.14745410552912	0.00576709245147729	1.14745410552912	7.43794013443305
CHST8	down	-2.12072402340052	0.0408807925803033	2.12072402340052	4.612433022839
CR2	up	1.50802937837098	0.0180144679352645	1.50802937837098	5.79470014797344
DOC2A	down	-1.24504395976904	0.00717688072334309	1.24504395976904	7.12242734072133
FAM134B	down	-1.40860769375623	0.00153752402588032	1.40860769375623	9.34517532998415
FAM65B	up	1.0849773163626	0.00502986487853862	1.0849773163626	7.6352646404326
FCRL3	up	1.22307895132296	0.00676405379208034	1.22307895132296	7.20789615163522
H2AFJ	down	-1.0529417990017	0.00888411651247742	1.0529417990017	6.81455597114784
HEXIM2	down	-1.03739782540951	0.000334203043222083	1.03739782540951	11.5469875090426
IGF1	up	1.20412504138023	0.0363838687058894	1.20412504138023	4.78055723650339
IGLL1	up	1.13307448784766	0.00188939208084466	1.13307448784766	9.04786216822174
IKZF3	up	1.38203655671262	0.0151510069787437	1.38203655671262	6.04444250730017
IL7R	up	1.8576265367649	0.00516621127743607	1.8576265367649	7.59667763952664
IRF4	up	1.4244501193828	0.00070356196373004	1.4244501193828	10.4730348902321
IRX5	down	-1.03746800587526	0.00246251706555264	1.03746800587526	8.66565056200054
ITK	up	1.23396503367005	0.0116897546575383	1.23396503367005	6.41861153861064
KCNA3	up	1.38083322371768	0.000128434542106009	1.38083322371768	12.9266791161615
KCNE4	down	-1.65170265674653	0.0251703290738832	1.65170265674653	5.31213211152947
KIAA1467	down	-1.54929847166426	0.0099641672807164	1.54929847166426	6.64903504258613
KLRC4	up	1.20675148840187	0.0213030418804026	1.20675148840187	5.55279674089931
LAMP3	up	1.27852261624513	0.0342031357944878	1.27852261624513	4.86972759016744
LDLRAD2	up	1.03717932731684	0.00872834045851984	1.03717932731684	6.84007690799614
LTB	up	1.87833701656735	0.00070356196373004	1.87833701656735	10.4730348902321
MS4A1	up	1.86210552608587	0.00201197329793369	1.86210552608587	8.95717312623548
NABP1	up	1.09442645538858	0.00056971937506326	1.09442645538858	10.7774609092152
NKAIN1	down	-2.13565251776095	0.00622156511221561	2.13565251776095	7.32850673073762
NPNT	down	-1.44400748685053	0.0142031031483257	1.44400748685053	6.13765002007292
PARD6B	down	-1.73872184639692	0.00190055448492138	1.73872184639692	9.03936389982046
PDE3B	up	1.0820897792732	0.00673694063961729	1.0820897792732	7.2136906971236
PDGFRA	up	1.02115922474084	0.0312768923602396	1.02115922474084	4.99875901469965
PKIA	up	1.85501850413273	0.00245479150918301	1.85501850413273	8.67018378616721
POU2AF1	up	2.48771663422527	0.00070356196373004	2.48771663422527	10.4730348902321
PPM1H	down	-1.03267471707523	0.0364882853692268	1.03267471707523	4.7764228313279
PRKCQ	up	1.17778587168216	0.0014712517045219	1.17778587168216	9.40874019795988
PTGIS	up	1.08246565121749	0.0213587658700097	1.08246565121749	5.54902790064507
PTPRCAP	up	1.07343067437115	0.0106523848960279	1.07343067437115	6.55267972716513
RERG	down	-1.1388050638502	0.0153895982249142	1.1388050638502	6.02190062194811
RGS22	down	-1.20896884605912	0.0333606177899224	1.20896884605912	4.90571018413949
SEL1L3	up	1.28679192040858	0.00136239565555706	1.28679192040858	9.51963854502938
SH3BGR	down	-1.06335692515515	0.00445001055853985	1.06335692515515	7.81197552549653
SIT1	up	1.15129913905398	0.00336985865244774	1.15129913905398	8.21309620532894
SLAMF1	up	1.04062760011775	0.000912859826346745	1.04062760011775	10.0973190345208
SLAMF6	up	1.01015173077192	0.0165465916510313	1.01015173077192	5.91732211561567
SLAMF7	up	1.65197435815584	0.000606378243921599	1.65197435815584	10.6874943871709
SLC39A6	down	-1.67380195238403	0.0129880861687289	1.67380195238403	6.26666732852704
SYT9	down	-1.16003229926477	0.0464542192442694	1.16003229926477	4.42804655320247
TCEAL1	down	-1.03715648111209	0.00900427349159356	1.03715648111209	6.79517440745981
TCL1A	up	2.6270308905645	0.00196472244273704	2.6270308905645	8.99145876798991
TPRG1	down	-1.78292355605285	0.0408807925803033	1.78292355605285	4.612433022839
TRAT1	up	1.48579203418227	0.00129838149481193	1.48579203418227	9.58906994153457
TTN	up	1.01840251106075	0.0230123508766018	1.01840251106075	5.44144781704405
WNT3	down	-1.48672882221736	0.00158192310268218	1.48672882221736	9.30410481258553
