Gene.Symbol	Freq	Rank.Muts
PPIP5K2	65	14796
PRKACB	65	14796
PRRC2B	65	14796
PTK7	65	14796
SLC26A5	65	14796
SPTBN1	65	14796
STAG3	65	14796
TTC28	65	14796
WDR47	65	14796
ZMYM3	65	14796
ZNF462	65	14796
ABCA12	64	14768
ABCA4	64	14768
COPA	64	14768
CORO1C	64	14768
DCLK2	64	14768
DNAH12	64	14768
EIF4ENIF1	64	14768
FASN	64	14768
FBXO11	64	14768
GRM3	64	14768
HEPH	64	14768
HNRNPLL	64	14768
HS6ST2	64	14768
LATS1	64	14768
LMX1B	64	14768
LSAMP	64	14768
MPI	64	14768
MRE11	64	14768
MYH7B	64	14768
NEFM	64	14768
NEO1	64	14768
PCDHGA6	64	14768
PRKAR1A	64	14768
RB1CC1	64	14768
RIMBP2	64	14768
RNF213	64	14768
SEMA5B	64	14768
SLCO1C1	64	14768
SMARCC2	64	14768
SMC4	64	14768
THRB	64	14768
TMTC1	64	14768
TRPM2	64	14768
TTC29	64	14768
UBA1	64	14768
ABCC9	63	14733
ARHGEF12	63	14733
ATG5	63	14733
ATP11A	63	14733
BRIP1	63	14733
BRSK2	63	14733
CABIN1	63	14733
COL22A1	63	14733
COL4A5	63	14733
CYLD	63	14733
DGKH	63	14733
DMBT1	63	14733
EPHA6	63	14733
FARP1	63	14733
GLI1	63	14733
GRM5	63	14733
GUCY1B1	63	14733
KAZN	63	14733
LCOR	63	14733
MCTP2	63	14733
MIB2	63	14733
MSRB3	63	14733
NVL	63	14733
PDLIM5	63	14733
PLCE1	63	14733
PREX2	63	14733
PTPRO	63	14733
PTPRQ	63	14733
RAPH1	63	14733
RIC8A	63	14733
SLITRK4	63	14733
SUGCT	63	14733
TNPO2	63	14733
UBR4	63	14733
WDR44	63	14733
ARHGAP6	62	14701
ARL15	62	14701
CCDC82	62	14701
CLASP2	62	14701
DIP2A	62	14701
EPS15L1	62	14701
FRMD6	62	14701
GRM4	62	14701
ITGB6	62	14701
KDM5B	62	14701
KIT	62	14701
LIN54	62	14701
MGAT4C	62	14701
MIPOL1	62	14701
NR4A2	62	14701
OSBPL8	62	14701
PCDHGA4	62	14701
PCDHGA7	62	14701
PCDHGB3	62	14701
PHACTR2	62	14701
POU2F1	62	14701
SEMA3E	62	14701
SRRM2	62	14701
SUPT6H	62	14701
TAB3	62	14701
TCOF1	62	14701
TSHR	62	14701
TTC39A	62	14701
ZNF148	62	14701
EFR3B	61	14680.5
FILIP1	61	14680.5
FOCAD	61	14680.5
IL6ST	61	14680.5
JADE1	61	14680.5
LRP8	61	14680.5
MAP1A	61	14680.5
PPP2R5C	61	14680.5
PRRX1	61	14680.5
RASA1	61	14680.5
TBC1D2	61	14680.5
UACA	61	14680.5
ADAMTSL3	60	14643.5
ATP1A3	60	14643.5
BRDT	60	14643.5
CACNA1S	60	14643.5
CEP120	60	14643.5
CSNK1A1	60	14643.5
DAG1	60	14643.5
DCAF6	60	14643.5
DDX11	60	14643.5
DGKG	60	14643.5
DOCK10	60	14643.5
EFTUD2	60	14643.5
EIF2B4	60	14643.5
ELN	60	14643.5
EXOC4	60	14643.5
EXOC7	60	14643.5
FMNL3	60	14643.5
FYB1	60	14643.5
GRB7	60	14643.5
GRHL3	60	14643.5
HOPX	60	14643.5
HYOU1	60	14643.5
KLHL8	60	14643.5
KMT2E	60	14643.5
NFYC	60	14643.5
NLGN1	60	14643.5
NOL4	60	14643.5
OPTN	60	14643.5
PIK3C2B	60	14643.5
PLS3	60	14643.5
PLXNB2	60	14643.5
POU2F2	60	14643.5
PPP3CA	60	14643.5
PRDM15	60	14643.5
PROM1	60	14643.5
PSMD1	60	14643.5
QSER1	60	14643.5
RACK1	60	14643.5
RAD51	60	14643.5
RASGRP4	60	14643.5
RBM47	60	14643.5
RGS22	60	14643.5
RNPS1	60	14643.5
SEZ6L2	60	14643.5
SGK3	60	14643.5
SH2B1	60	14643.5
SH3D19	60	14643.5
SKOR1	60	14643.5
SMTN	60	14643.5
SYK	60	14643.5
TAOK2	60	14643.5
TCF20	60	14643.5
TGIF1	60	14643.5
THOC2	60	14643.5
TNNT2	60	14643.5
TRPC7	60	14643.5
UBC	60	14643.5
USP47	60	14643.5
WDR17	60	14643.5
ZBTB14	60	14643.5
ZNF106	60	14643.5
ZNF292	60	14643.5
API5	59	14601.5
ARID4B	59	14601.5
BRD8	59	14601.5
DNAH5	59	14601.5
DYNC1H1	59	14601.5
EP400	59	14601.5
FAM193A	59	14601.5
GOLGA4	59	14601.5
HECW1	59	14601.5
HERC1	59	14601.5
IL1RAP	59	14601.5
KLHL32	59	14601.5
LDB3	59	14601.5
PCDHA10	59	14601.5
PDE11A	59	14601.5
PKP4	59	14601.5
POSTN	59	14601.5
SALL3	59	14601.5
SMG8	59	14601.5
TBC1D1	59	14601.5
TNXB	59	14601.5
ZIC4	59	14601.5
ACACB	58	14575
ANP32E	58	14575
ARHGAP26	58	14575
CDC73	58	14575
CLCN3	58	14575
EXOC6B	58	14575
FMN2	58	14575
GLIS3	58	14575
HCFC1	58	14575
HIPK2	58	14575
HSP90AB1	58	14575
IL17RD	58	14575
IQGAP1	58	14575
KDR	58	14575
LMNA	58	14575
MYRIP	58	14575
NEGR1	58	14575
PITRM1	58	14575
PKHD1L1	58	14575
QKI	58	14575
RBBP6	58	14575
RNF145	58	14575
ROR1	58	14575
SIDT2	58	14575
SIPA1L2	58	14575
SLC10A7	58	14575
SLC12A4	58	14575
STAT1	58	14575
TBC1D8B	58	14575
TUT7	58	14575
USP32	58	14575
ABCA8	57	14544
ABLIM1	57	14544
ARHGEF10	57	14544
BORA	57	14544
CDH4	57	14544
CELF1	57	14544
CHD2	57	14544
CMIP	57	14544
CRTAC1	57	14544
DENND4A	57	14544
DIS3L2	57	14544
EHMT1	57	14544
FBXL7	57	14544
FLI1	57	14544
GABRB2	57	14544
GPC3	57	14544
INSR	57	14544
KIAA1841	57	14544
KIF21A	57	14544
MUTYH	57	14544
NOVA1	57	14544
OGDHL	57	14544
RASGRP2	57	14544
SEPT4	57	14544
SMARCA1	57	14544
SMC2	57	14544
SUN1	57	14544
TRAPPC8	57	14544
TRPC1	57	14544
TSGA10	57	14544
ZNF365	57	14544
ADAMTS13	56	14509
AP3B2	56	14509
BAP1	56	14509
CAPN3	56	14509
CDYL	56	14509
CHRM2	56	14509
DNM1L	56	14509
DRP2	56	14509
EXT2	56	14509
GPR161	56	14509
GRIN1	56	14509
HNRNPH1	56	14509
IGSF1	56	14509
IMPDH1	56	14509
INTS6	56	14509
ITPRID2	56	14509
KDM3A	56	14509
KIFAP3	56	14509
LARP4	56	14509
MAGED2	56	14509
MLIP	56	14509
OSBPL9	56	14509
PABPC1	56	14509
PABPC1L	56	14509
PAPPA2	56	14509
PDE4B	56	14509
PHF14	56	14509
PICALM	56	14509
RXFP1	56	14509
SAMD3	56	14509
SERF2	56	14509
SHBG	56	14509
SHROOM4	56	14509
SLC1A3	56	14509
THSD7A	56	14509
TSHZ3	56	14509
VPS35L	56	14509
VPS45	56	14509
YLPM1	56	14509
ABAT	55	14469.5
ADD2	55	14469.5
ARHGAP12	55	14469.5
ARHGEF1	55	14469.5
ATG16L1	55	14469.5
BCAR3	55	14469.5
BIN1	55	14469.5
C3orf67	55	14469.5
CNOT4	55	14469.5
COG5	55	14469.5
DDC	55	14469.5
DISC1	55	14469.5
EML2	55	14469.5
FRMD3	55	14469.5
FRMD5	55	14469.5
HSD17B4	55	14469.5
KCNMB2	55	14469.5
KCNN2	55	14469.5
LHX9	55	14469.5
MARK1	55	14469.5
MED1	55	14469.5
NAP1L1	55	14469.5
NLRX1	55	14469.5
NUP210L	55	14469.5
PCBP2	55	14469.5
PDE1A	55	14469.5
PHF6	55	14469.5
PLAG1	55	14469.5
PLTP	55	14469.5
PNPLA6	55	14469.5
PTK2B	55	14469.5
PTPN11	55	14469.5
RASAL2	55	14469.5
RIC1	55	14469.5
RP1	55	14469.5
SLC14A1	55	14469.5
SLC6A2	55	14469.5
SOS1	55	14469.5
WASF1	55	14469.5
WTAP	55	14469.5
ADGRB1	54	14428
ALDOA	54	14428
APOB	54	14428
BAIAP2	54	14428
BTRC	54	14428
CDKN1B	54	14428
DCTN1	54	14428
EBF3	54	14428
ESRP1	54	14428
FGFR3	54	14428
GRIK3	54	14428
GTF3C1	54	14428
HBS1L	54	14428
HDX	54	14428
HELZ	54	14428
HNRNPM	54	14428
INPP5J	54	14428
INSC	54	14428
KCND3	54	14428
KCNJ10	54	14428
LRRC41	54	14428
MBNL3	54	14428
MFF	54	14428
MICAL3	54	14428
MYO18B	54	14428
NCOA7	54	14428
PDGFRA	54	14428
PLCG1	54	14428
POLR2B	54	14428
PPFIBP1	54	14428
PTGS1	54	14428
PTPRZ1	54	14428
RAI14	54	14428
RBM4	54	14428
SGK1	54	14428
SLC1A6	54	14428
SLC26A6	54	14428
SYT7	54	14428
TNIP1	54	14428
TNRC6A	54	14428
TRPM8	54	14428
UPF2	54	14428
ZNF536	54	14428
CDH20	53	14393
CUL4A	53	14393
DDX31	53	14393
FCHSD2	53	14393
FLAD1	53	14393
GPD2	53	14393
HARS	53	14393
LAMB1	53	14393
MAP3K9	53	14393
MCF2L	53	14393
MIER1	53	14393
MTMR12	53	14393
NCKAP1	53	14393
PHTF1	53	14393
PKMYT1	53	14393
PMS2	53	14393
RAPGEF5	53	14393
RBM14	53	14393
SCN11A	53	14393
SETD1B	53	14393
SLITRK2	53	14393
STAT4	53	14393
SYTL2	53	14393
TAB2	53	14393
UNC45B	53	14393
ZNF385B	53	14393
ZNF618	53	14393
ACSL1	52	14359.5
ATP2A1	52	14359.5
ATP8A2	52	14359.5
C1orf43	52	14359.5
CLYBL	52	14359.5
COPZ1	52	14359.5
CRY2	52	14359.5
CUL2	52	14359.5
GPR155	52	14359.5
IRF3	52	14359.5
KCNAB2	52	14359.5
KIF27	52	14359.5
LRCH3	52	14359.5
LRTOMT	52	14359.5
MDM4	52	14359.5
MFSD8	52	14359.5
MYO3B	52	14359.5
NUP93	52	14359.5
PGR	52	14359.5
PHF12	52	14359.5
PIGG	52	14359.5
POLD1	52	14359.5
POLR3E	52	14359.5
PPP2R1A	52	14359.5
PSEN2	52	14359.5
RCBTB2	52	14359.5
SAP130	52	14359.5
SEZ6	52	14359.5
SLC25A21	52	14359.5
SLITRK3	52	14359.5
STXBP5	52	14359.5
TFAP2A	52	14359.5
TLK1	52	14359.5
TMPRSS6	52	14359.5
TRAPPC9	52	14359.5
TWNK	52	14359.5
URGCP	52	14359.5
USP25	52	14359.5
WDR6	52	14359.5
ZKSCAN1	52	14359.5
ACVR1	51	14325
BMPR2	51	14325
C9orf3	51	14325
CEP162	51	14325
CNTN2	51	14325
COCH	51	14325
DCAF1	51	14325
DCLRE1C	51	14325
DNAH7	51	14325
EPC1	51	14325
FAM13B	51	14325
FERMT2	51	14325
GUCY1A2	51	14325
INO80	51	14325
JAKMIP2	51	14325
LONP1	51	14325
METTL23	51	14325
MGAT5B	51	14325
NR1H3	51	14325
PCDHGA11	51	14325
PCDHGA8	51	14325
PHF3	51	14325
PPFIA4	51	14325
PSD	51	14325
SSBP3	51	14325
TMEM161B	51	14325
TPR	51	14325
UTRN	51	14325
ZRANB3	51	14325
ABL1	50	14292
AHCTF1	50	14292
AHI1	50	14292
ARHGEF11	50	14292
ARID4A	50	14292
BCORL1	50	14292
CAMTA2	50	14292
CNOT3	50	14292
DNM2	50	14292
EARS2	50	14292
EPHA4	50	14292
EPM2A	50	14292
FANCD2	50	14292
FOXN3	50	14292
GATAD2B	50	14292
GREB1	50	14292
JAK3	50	14292
MST1R	50	14292
MYPN	50	14292
NFKB1	50	14292
NR1H2	50	14292
NUP214	50	14292
PAK1	50	14292
PHC2	50	14292
PLEKHB2	50	14292
PLK2	50	14292
RAB6A	50	14292
RBM26	50	14292
RPS6KA1	50	14292
SH3KBP1	50	14292
SLC5A10	50	14292
SMG6	50	14292
SSH2	50	14292
STON1-GTF2A1L	50	14292
SUPT7L	50	14292
TMPO	50	14292
VRK2	50	14292
AAK1	49	14258.5
AASDH	49	14258.5
BCS1L	49	14258.5
CPEB4	49	14258.5
CPNE1	49	14258.5
DDX42	49	14258.5
DENND1B	49	14258.5
DENND2C	49	14258.5
EPB41L5	49	14258.5
FCHO1	49	14258.5
GMDS	49	14258.5
HDAC7	49	14258.5
HGF	49	14258.5
HHAT	49	14258.5
HMBS	49	14258.5
HMOX2	49	14258.5
KCNJ16	49	14258.5
KSR1	49	14258.5
MELK	49	14258.5
NDUFS1	49	14258.5
NFATC3	49	14258.5
PHC3	49	14258.5
PJVK	49	14258.5
ROCK2	49	14258.5
SEPT2	49	14258.5
SRGAP2	49	14258.5
TJP2	49	14258.5
TPP1	49	14258.5
USP8	49	14258.5
ZNFX1	49	14258.5
ACSBG2	48	14201
ACTG1	48	14201
ADK	48	14201
ANKFN1	48	14201
ANKFY1	48	14201
ANKRD12	48	14201
APBB2	48	14201
ARHGAP24	48	14201
BAZ1A	48	14201
BAZ2A	48	14201
CAMSAP1	48	14201
CDH11	48	14201
CDK11A	48	14201
CDK5RAP2	48	14201
CENPE	48	14201
CHRNA7	48	14201
CIP2A	48	14201
COL5A2	48	14201
CPAMD8	48	14201
CPT2	48	14201
CYP1A1	48	14201
DENND5B	48	14201
DUOX1	48	14201
ELP2	48	14201
EML1	48	14201
EML4	48	14201
FADS2	48	14201
FAM13A	48	14201
FBN1	48	14201
FIGNL1	48	14201
GLI2	48	14201
IGSF9	48	14201
INTS7	48	14201
ITGB1	48	14201
KLC4	48	14201
LARS	48	14201
LGR5	48	14201
LRRC28	48	14201
MAP7D2	48	14201
MAPK8IP3	48	14201
MATN2	48	14201
MCM7	48	14201
MTHFR	48	14201
MTMR3	48	14201
MYEF2	48	14201
MYH6	48	14201
MYL6	48	14201
NDRG1	48	14201
NOP14	48	14201
NPNT	48	14201
NR6A1	48	14201
NRF1	48	14201
P4HA2	48	14201
PAX2	48	14201
PCNX1	48	14201
PDZD4	48	14201
PEAK1	48	14201
PHACTR1	48	14201
PHLPP2	48	14201
PLXNB1	48	14201
PRKD3	48	14201
RAP1GDS1	48	14201
RELCH	48	14201
SBNO1	48	14201
SGSM1	48	14201
SLC18A1	48	14201
SMARCB1	48	14201
SNRPN	48	14201
SPAST	48	14201
SRRT	48	14201
STAT5A	48	14201
TBC1D4	48	14201
TCF3	48	14201
TLL1	48	14201
TRPC6	48	14201
TRPM7	48	14201
USP48	48	14201
VAV3	48	14201
WDR20	48	14201
WWC2	48	14201
XRCC6	48	14201
ZNF236	48	14201
ZNF281	48	14201
ZNF384	48	14201
ZNF821	48	14201
ADCY5	47	14139
AGAP3	47	14139
AKT2	47	14139
ANO3	47	14139
ARNTL	47	14139
ATP11C	47	14139
BRD4	47	14139
CEP350	47	14139
DPYD	47	14139
FNBP1	47	14139
HNRNPDL	47	14139
HTR2C	47	14139
KANK1	47	14139
KIDINS220	47	14139
LAMA1	47	14139
MAP3K7	47	14139
MAP4K3	47	14139
MDGA2	47	14139
MECP2	47	14139
MED13	47	14139
MSH5	47	14139
MYH9	47	14139
PDE4A	47	14139
PDE8B	47	14139
PIAS2	47	14139
POLR2F	47	14139
PRLR	47	14139
RAB30	47	14139
SAMD4A	47	14139
SARDH	47	14139
SLC7A7	47	14139
SSBP2	47	14139
TFIP11	47	14139
TMEM94	47	14139
TOX	47	14139
TSC22D1	47	14139
USH1C	47	14139
UVRAG	47	14139
ZBTB7B	47	14139
AGBL1	46	14100
BAZ1B	46	14100
BRF1	46	14100
CHRNA1	46	14100
CNTNAP5	46	14100
COL1A2	46	14100
COL5A1	46	14100
CTCFL	46	14100
DNMT1	46	14100
FAM120C	46	14100
FAP	46	14100
GANAB	46	14100
GK	46	14100
GLG1	46	14100
GLRA2	46	14100
HIP1	46	14100
KIF1A	46	14100
LIMA1	46	14100
LRCH2	46	14100
LRRK2	46	14100
MAPKBP1	46	14100
NALCN	46	14100
NEDD4	46	14100
NOTCH3	46	14100
PLCL1	46	14100
PPFIBP2	46	14100
PRICKLE2	46	14100
PRPF8	46	14100
PSIP1	46	14100
RBM39	46	14100
RPH3A	46	14100
SEMA3A	46	14100
STAT6	46	14100
TGFBR2	46	14100
TMC5	46	14100
TMTC2	46	14100
UBE3B	46	14100
ZC3H13	46	14100
ZPLD1	46	14100
ABHD18	45	14058
ALMS1	45	14058
AMPD3	45	14058
ARPC1B	45	14058
AXL	45	14058
C9orf72	45	14058
CACNA2D1	45	14058
CDH7	45	14058
CHD1L	45	14058
CHRDL1	45	14058
CLCN7	45	14058
ERCC2	45	14058
EXOC1	45	14058
EYA3	45	14058
FAF1	45	14058
HNRNPUL1	45	14058
ITCH	45	14058
MAPK3	45	14058
MATN4	45	14058
MKLN1	45	14058
MLXIPL	45	14058
MYOF	45	14058
OS9	45	14058
PCYT1B	45	14058
PDE6A	45	14058
QARS	45	14058
RBBP7	45	14058
SEMA6A	45	14058
SERPINI2	45	14058
SHOC1	45	14058
SPECC1L	45	14058
SPNS1	45	14058
STK31	45	14058
SYN2	45	14058
TANGO2	45	14058
TBXAS1	45	14058
TMEM132D	45	14058
TNN	45	14058
TRIQK	45	14058
TUT4	45	14058
WIZ	45	14058
ZEB1	45	14058
ZGPAT	45	14058
ZHX1	45	14058
ZMIZ1	45	14058
ABCC5	44	13995.5
ADCY1	44	13995.5
AGRN	44	13995.5
AIFM1	44	13995.5
AMER1	44	13995.5
ANKRD28	44	13995.5
ANO6	44	13995.5
ASAP1	44	13995.5
ATAT1	44	13995.5
ATG9A	44	13995.5
ATP6V0A4	44	13995.5
ATXN1	44	13995.5
BCL11B	44	13995.5
BLM	44	13995.5
BRD1	44	13995.5
BRPF1	44	13995.5
CDH6	44	13995.5
COBL	44	13995.5
COBLL1	44	13995.5
CUBN	44	13995.5
CUL1	44	13995.5
DNAH3	44	13995.5
ECPAS	44	13995.5
EPHA7	44	13995.5
EYA2	44	13995.5
FBXL20	44	13995.5
FOXJ3	44	13995.5
GCLC	44	13995.5
GUCY1A1	44	13995.5
IQCH	44	13995.5
KCTD1	44	13995.5
KIAA1522	44	13995.5
KIAA2026	44	13995.5
KMT5B	44	13995.5
L1CAM	44	13995.5
LAMB4	44	13995.5
LIMS1	44	13995.5
LRP6	44	13995.5
LRSAM1	44	13995.5
LZTS1	44	13995.5
MAMLD1	44	13995.5
MBIP	44	13995.5
MEFV	44	13995.5
MKNK2	44	13995.5
MSL3	44	13995.5
MYO7B	44	13995.5
MYO9B	44	13995.5
NADK2	44	13995.5
NCALD	44	13995.5
NID1	44	13995.5
NREP	44	13995.5
PAPLN	44	13995.5
PARP1	44	13995.5
PCDHGB5	44	13995.5
PLD1	44	13995.5
PPOX	44	13995.5
PRMT2	44	13995.5
RNF111	44	13995.5
RPGR	44	13995.5
SFMBT2	44	13995.5
SIM1	44	13995.5
SLC11A2	44	13995.5
SLC38A5	44	13995.5
SLC4A3	44	13995.5
SMYD3	44	13995.5
SNRK	44	13995.5
SPART	44	13995.5
SRRM1	44	13995.5
STIM1	44	13995.5
TARBP2	44	13995.5
TDP1	44	13995.5
TEAD1	44	13995.5
TIAM1	44	13995.5
TRAF3	44	13995.5
TRIM67	44	13995.5
UGP2	44	13995.5
UNC13C	44	13995.5
WDPCP	44	13995.5
ZNF410	44	13995.5
ZNF800	44	13995.5
AP2M1	43	13934.5
ARHGAP22	43	13934.5
BRINP1	43	13934.5
C1orf112	43	13934.5
CAMTA1	43	13934.5
CTNNA3	43	13934.5
DAB2IP	43	13934.5
EDNRA	43	13934.5
ENAH	43	13934.5
ETS1	43	13934.5
ETV5	43	13934.5
FGD4	43	13934.5
GFM2	43	13934.5
GIT2	43	13934.5
HOXA3	43	13934.5
KIAA1324L	43	13934.5
LRPPRC	43	13934.5
LRRN2	43	13934.5
MMP2	43	13934.5
MTCL1	43	13934.5
MYBL1	43	13934.5
NDRG3	43	13934.5
NUP155	43	13934.5
OBSL1	43	13934.5
OLFML2B	43	13934.5
PDXDC1	43	13934.5
POLR1D	43	13934.5
PPP1R12B	43	13934.5
RCOR3	43	13934.5
RFFL	43	13934.5
RNF214	43	13934.5
RPS6KA2	43	13934.5
SGCD	43	13934.5
SRSF5	43	13934.5
SUSD4	43	13934.5
SYNPO2	43	13934.5
TAOK1	43	13934.5
TRIM13	43	13934.5
TTC39B	43	13934.5
UBR2	43	13934.5
VEPH1	43	13934.5
ZFX	43	13934.5
ABCG4	42	13870.5
ACE	42	13870.5
ADAMTS9	42	13870.5
ARHGAP28	42	13870.5
ARNTL2	42	13870.5
ATG13	42	13870.5
ATP1A1	42	13870.5
AXIN1	42	13870.5
BCO2	42	13870.5
BIVM-ERCC5	42	13870.5
CAP2	42	13870.5
CAPN2	42	13870.5
CEMIP	42	13870.5
CEP63	42	13870.5
CLIP2	42	13870.5
COL9A1	42	13870.5
CTSB	42	13870.5
CUL7	42	13870.5
CYP26B1	42	13870.5
DDX17	42	13870.5
DDX4	42	13870.5
DET1	42	13870.5
EVPL	42	13870.5
EXD2	42	13870.5
FAM208A	42	13870.5
FAM214B	42	13870.5
FBXL13	42	13870.5
FGF12	42	13870.5
FNDC3B	42	13870.5
GABPB1	42	13870.5
GALNTL6	42	13870.5
GRHL2	42	13870.5
GRIN2B	42	13870.5
GRIP1	42	13870.5
GSN	42	13870.5
HDAC5	42	13870.5
IGSF3	42	13870.5
INTS14	42	13870.5
ITIH5	42	13870.5
KCNH5	42	13870.5
KDM1A	42	13870.5
KLF7	42	13870.5
LMX1A	42	13870.5
MAPK4	42	13870.5
MAPRE2	42	13870.5
MARCH7	42	13870.5
MBP	42	13870.5
MED16	42	13870.5
MOV10L1	42	13870.5
NFIC	42	13870.5
NLE1	42	13870.5
NOSTRIN	42	13870.5
NPC1L1	42	13870.5
NUP107	42	13870.5
OTOG	42	13870.5
PDE2A	42	13870.5
PDE5A	42	13870.5
PMEL	42	13870.5
PRMT5	42	13870.5
PTPN22	42	13870.5
RAB3IP	42	13870.5
RBMS1	42	13870.5
RGMA	42	13870.5
RORA	42	13870.5
SCARA5	42	13870.5
SDK2	42	13870.5
SEC24C	42	13870.5
SEL1L2	42	13870.5
SEMA4D	42	13870.5
SLAIN1	42	13870.5
SLC38A1	42	13870.5
SLC6A15	42	13870.5
SNX25	42	13870.5
SPEF2	42	13870.5
ST7L	42	13870.5
SUMF2	42	13870.5
TMEFF2	42	13870.5
TP73	42	13870.5
TRAF4	42	13870.5
TRIM69	42	13870.5
TTC14	42	13870.5
VTI1A	42	13870.5
WASHC5	42	13870.5
WDR45	42	13870.5
ZFYVE26	42	13870.5
ZNF451	42	13870.5
AC008695.1	41	13806
ADAM23	41	13806
ARHGAP36	41	13806
CBFA2T2	41	13806
CEP57L1	41	13806
CHL1	41	13806
CNTLN	41	13806
DEF8	41	13806
ERCC5	41	13806
FREM2	41	13806
GDPD5	41	13806
GLYR1	41	13806
GPC6	41	13806
GRIN3A	41	13806
HMGCLL1	41	13806
JAK2	41	13806
KCNIP1	41	13806
LEKR1	41	13806
OGT	41	13806
PCDHA8	41	13806
PXK	41	13806
RACGAP1	41	13806
RARB	41	13806
RASGRF1	41	13806
RASSF5	41	13806
RBFOX2	41	13806
REST	41	13806
RNF38	41	13806
RTTN	41	13806
SETBP1	41	13806
SH2D3C	41	13806
SMC6	41	13806
SORL1	41	13806
STK3	41	13806
STXBP1	41	13806
SYNCRIP	41	13806
SYNPR	41	13806
SYT17	41	13806
TCERG1	41	13806
TRA2B	41	13806
VPS41	41	13806
WDFY4	41	13806
WLS	41	13806
AAMDC	40	13726
ABCA3	40	13726
ACVR1C	40	13726
ADAM19	40	13726
ADARB1	40	13726
ALAS1	40	13726
AP3B1	40	13726
ARHGAP32	40	13726
ARNT	40	13726
ATP7A	40	13726
BMP4	40	13726
C11orf80	40	13726
CASC1	40	13726
CAV1	40	13726
CCDC136	40	13726
CCNY	40	13726
CDH24	40	13726
CERKL	40	13726
CLCN2	40	13726
CLUH	40	13726
CNGA1	40	13726
COP1	40	13726
CSRNP3	40	13726
DDX5	40	13726
DENND2A	40	13726
DONSON	40	13726
EGFLAM	40	13726
ELP3	40	13726
ERCC3	40	13726
EXOC6	40	13726
FAM114A2	40	13726
FAM131B	40	13726
FANCI	40	13726
FES	40	13726
FGG	40	13726
FGGY	40	13726
FKBP8	40	13726
FKTN	40	13726
FNIP1	40	13726
FSTL4	40	13726
G6PD	40	13726
GABRR1	40	13726
GCK	40	13726
GMPR2	40	13726
GPN1	40	13726
HDAC11	40	13726
HERC4	40	13726
HLTF	40	13726
IBTK	40	13726
ITGBL1	40	13726
LOXL3	40	13726
MAGED1	40	13726
MANBA	40	13726
MARCH1	40	13726
MCRS1	40	13726
MEST	40	13726
MORF4L2	40	13726
MTMR14	40	13726
MYH7	40	13726
MYO5B	40	13726
MYOM2	40	13726
NBEAL1	40	13726
NEK11	40	13726
NID2	40	13726
ORC4	40	13726
PACS2	40	13726
PAMR1	40	13726
PARP6	40	13726
PCDHGB6	40	13726
PDZD7	40	13726
PIGA	40	13726
PIGT	40	13726
PIK3R2	40	13726
PNPLA8	40	13726
POLQ	40	13726
PPP2R5D	40	13726
PPP6R2	40	13726
PSMC3	40	13726
PTPN3	40	13726
RBBP4	40	13726
RBM15	40	13726
RNF123	40	13726
RNF34	40	13726
RPS5	40	13726
SAMD4B	40	13726
SDCBP	40	13726
SGK2	40	13726
SHMT2	40	13726
SIK3	40	13726
SLC39A12	40	13726
SMAP1	40	13726
SNX19	40	13726
SPAG6	40	13726
SPRY1	40	13726
SSX2IP	40	13726
ST5	40	13726
STIL	40	13726
STIM2	40	13726
TAF6	40	13726
TAX1BP1	40	13726
TBCK	40	13726
TBX4	40	13726
TEX2	40	13726
TFEC	40	13726
TG	40	13726
THRA	40	13726
TIA1	40	13726
TJP3	40	13726
TLR4	40	13726
TM9SF1	40	13726
TNKS	40	13726
TTBK2	40	13726
UBR3	40	13726
VRK3	40	13726
WIPF1	40	13726
WRNIP1	40	13726
XRN1	40	13726
ACTB	39	13629
ACTN4	39	13629
ACTR2	39	13629
ADAM15	39	13629
ADCY6	39	13629
ADGRA3	39	13629
ARHGAP20	39	13629
ATF7IP	39	13629
ATL2	39	13629
BCAP31	39	13629
BRWD3	39	13629
C2CD3	39	13629
CACTIN	39	13629
CD109	39	13629
CDK19	39	13629
CFAP61	39	13629
CFAP70	39	13629
CPNE8	39	13629
CRAMP1	39	13629
CRNKL1	39	13629
CSPP1	39	13629
DMTF1	39	13629
DNAJC6	39	13629
DTNB	39	13629
EFNA5	39	13629
ERCC6	39	13629
FAM219A	39	13629
G3BP2	39	13629
GALNT17	39	13629
GSTCD	39	13629
INTS3	39	13629
IQSEC3	39	13629
KCNH6	39	13629
LRRN3	39	13629
LTBP3	39	13629
MTSS1	39	13629
MYH1	39	13629
MYH8	39	13629
NCAPG2	39	13629
NOMO1	39	13629
NPEPPS	39	13629
NR2F2	39	13629
PCCA	39	13629
PCDHGB7	39	13629
PCDHGC3	39	13629
PDE3A	39	13629
PES1	39	13629
PIKFYVE	39	13629
PITPNM2	39	13629
PLCB2	39	13629
PRKG2	39	13629
RAB3GAP1	39	13629
RALGAPA2	39	13629
RAPGEF1	39	13629
RBM12	39	13629
RBM19	39	13629
SAMSN1	39	13629
SEC61A2	39	13629
SEL1L3	39	13629
SLC25A14	39	13629
SNX1	39	13629
SPATA13	39	13629
SRGAP3	39	13629
SRPK3	39	13629
SSR1	39	13629
TARS	39	13629
TET1	39	13629
TGFBR3	39	13629
TMC1	39	13629
TNNT3	39	13629
TOX2	39	13629
TPK1	39	13629
TRDN	39	13629
TRIM33	39	13629
TRPM5	39	13629
UBE2D3	39	13629
YTHDC1	39	13629
ABCA1	38	13558.5
