Gene.Symbol	Total.CN.Gain	Total.CN.Loss	Total.CN	Rank.CN
GCSAM	390	27	417	13516
MTUS2	339	78	417	13516
PRKACA	399	18	417	13516
RGR	390	27	417	13516
BTN2A1	404	12	416	13503.5
BTN3A1	404	12	416	13503.5
CCNYL1	372	44	416	13503.5
CLEC2A	402	14	416	13503.5
CNEP1R1	332	84	416	13503.5
GTSF1L	402	14	416	13503.5
MAGEC3	312	104	416	13503.5
MTFR1L	352	64	416	13503.5
MYBL2	402	14	416	13503.5
PFKFB1	360	56	416	13503.5
POFUT2	392	24	416	13503.5
PPP1R16B	400	16	416	13503.5
SQSTM1	316	100	416	13503.5
WDR62	404	12	416	13503.5
WLS	376	40	416	13503.5
ZNF221	380	36	416	13503.5
AK6	260	155	415	13488.5
ATP2B3	306	109	415	13488.5
CD160	415	0	415	13488.5
CENPN	225	190	415	13488.5
DOK3	300	115	415	13488.5
GK	280	135	415	13488.5
GPBP1	290	125	415	13488.5
LCE1D	413	2	415	13488.5
MEAF6	390	25	415	13488.5
MEMO1	410	5	415	13488.5
PATZ1	295	120	415	13488.5
PRRG1	265	150	415	13488.5
ARHGAP20	216	198	414	13471
CCDC50	394	20	414	13471
CCNL1	384	30	414	13471
CD69	400	14	414	13471
CLECL1	400	14	414	13471
CUBN	408	6	414	13471
DNAJC3	362	52	414	13471
FAM193A	264	150	414	13471
GPR142	392	22	414	13471
GRIA1	210	204	414	13471
HEBP2	336	78	414	13471
MEIS3	360	54	414	13471
MELTF	388	26	414	13471
PHLDA1	357	57	414	13471
PIGZ	388	26	414	13471
PINX1	199	215	414	13471
RABGEF1	402	12	414	13471
RNF13	384	30	414	13471
RNF212B	372	42	414	13471
SUGCT	399	15	414	13471
SYNGR1	225	189	414	13471
UTS2B	394	20	414	13471
ZNF23	216	198	414	13471
DLGAP2	229	184	413	13457.5
MDK	399	14	413	13457.5
SDHD	189	224	413	13457.5
SH3YL1	364	49	413	13457.5
B4GALT2	392	20	412	13446.5
C1QTNF3	396	16	412	13446.5
CRIP3	396	16	412	13446.5
DNPH1	396	16	412	13446.5
GNRH2	408	4	412	13446.5
HIVEP3	397	15	412	13446.5
LRRC15	388	24	412	13446.5
LZTS3	408	4	412	13446.5
MAGI3	388	24	412	13446.5
MCM7	368	44	412	13446.5
PDZRN3	203	209	412	13446.5
PTTG1IP	388	24	412	13446.5
RSBN1	388	24	412	13446.5
RTN2	372	40	412	13446.5
SUMO3	388	24	412	13446.5
TTBK1	396	16	412	13446.5
UQCRFS1	409	3	412	13446.5
ZNF146	400	12	412	13446.5
CAV2	357	54	411	13430.5
CLEC11A	393	18	411	13430.5
DCK	381	30	411	13430.5
GLDN	357	54	411	13430.5
GRSF1	381	30	411	13430.5
KLK15	393	18	411	13430.5
KLK2	393	18	411	13430.5
NRN1	387	24	411	13430.5
SMPD3	324	87	411	13430.5
SMPX	339	72	411	13430.5
SYT3	393	18	411	13430.5
UNC45B	387	24	411	13430.5
ZNF521	381	30	411	13430.5
ZNF66	405	6	411	13430.5
ANKHD1	270	140	410	13413
ARSA	270	140	410	13413
CPT1B	270	140	410	13413
GGA1	230	180	410	13413
GPT2	366	44	410	13413
HIF3A	360	50	410	13413
INTS6	265	145	410	13413
KBTBD2	404	6	410	13413
LRRC7	368	42	410	13413
NCOR2	280	130	410	13413
ODF3B	270	140	410	13413
PACRG	255	155	410	13413
PLEKHG1	352	58	410	13413
POLG	388	22	410	13413
PPP6R2	270	140	410	13413
PRKD2	360	50	410	13413
PTGIR	360	50	410	13413
ST3GAL6	345	65	410	13413
TTC39C	356	54	410	13413
WDR25	295	115	410	13413
ZNF837	360	50	410	13413
ABCC10	392	16	408	13387
AC002094.3	404	4	408	13387
AMPD2	360	48	408	13387
AREG	392	16	408	13387
ATP9B	300	108	408	13387
DCT	354	54	408	13387
DLD	340	68	408	13387
EVI2A	384	24	408	13387
FASTK	376	32	408	13387
GFRA2	140	268	408	13387
MTG2	401	7	408	13387
PGAP1	387	21	408	13387
PJA1	328	80	408	13387
PPP1R11	384	24	408	13387
PSG7	372	36	408	13387
PSRC1	360	48	408	13387
RPS19	372	36	408	13387
RSPH10B	388	20	408	13387
SALL3	300	108	408	13387
SARM1	404	4	408	13387
SEBOX	404	4	408	13387
SEC62	378	30	408	13387
SERPINA9	270	138	408	13387
SERTAD3	396	12	408	13387
SLC3A2	366	42	408	13387
SLC4A2	376	32	408	13387
TMEM25	168	240	408	13387
TRPM7	351	57	408	13387
VTN	404	4	408	13387
ZNF626	402	6	408	13387
ZNF829	396	12	408	13387
ANKMY2	386	21	407	13370.5
HCN1	401	6	407	13370.5
ABR	168	238	406	13364
ANKRD10	364	42	406	13364
CLIP3	396	10	406	13364
CLVS2	356	50	406	13364
ECHDC3	404	2	406	13364
HCST	396	10	406	13364
HSPB6	396	10	406	13364
LRFN3	396	10	406	13364
MYO1C	168	238	406	13364
NPHS1	396	10	406	13364
ZNF497	360	46	406	13364
AASDH	345	60	405	13347
CCDC30	384	21	405	13347
CDK10	175	230	405	13347
COMP	402	3	405	13347
CSNK1E	230	175	405	13347
DHDH	381	24	405	13347
EMC10	387	18	405	13347
FBXW10	309	96	405	13347
FNIP1	270	135	405	13347
HPCAL1	370	35	405	13347
ITGA6	360	45	405	13347
JOSD2	387	18	405	13347
KLHL26	402	3	405	13347
LTBP1	400	5	405	13347
MAFF	230	175	405	13347
NR3C2	315	90	405	13347
SLFNL1	380	25	405	13347
TANGO2	198	207	405	13347
TFIP11	270	135	405	13347
TMEFF2	390	15	405	13347
TMPO	260	145	405	13347
TXNRD2	198	207	405	13347
WWC2	280	125	405	13347
ANTXR2	356	48	404	13325.5
BTBD6	308	96	404	13325.5
BTK	316	88	404	13325.5
DNAH8	395	9	404	13325.5
FAM53B	353	51	404	13325.5
GALNT13	386	18	404	13325.5
IQSEC2	244	160	404	13325.5
KIF23	368	36	404	13325.5
KRR1	366	38	404	13325.5
LGALS9B	362	42	404	13325.5
LIG3	388	16	404	13325.5
MCTP1	244	160	404	13325.5
MTA1	308	96	404	13325.5
PACS2	308	96	404	13325.5
USP33	360	44	404	13325.5
VANGL1	380	24	404	13325.5
ZBTB38	364	40	404	13325.5
KIF19	381	22	403	13314
ST5	315	88	403	13314
YAF2	371	32	403	13314
B4GALT6	369	33	402	13301.5
CLEC2B	388	14	402	13301.5
CYFIP2	216	186	402	13301.5
DYNC2H1	306	96	402	13301.5
IGF1	228	174	402	13301.5
KATNA1	315	87	402	13301.5
LATS1	315	87	402	13301.5
LMBR1	369	33	402	13301.5
MAEA	264	138	402	13301.5
MTIF3	342	60	402	13301.5
MYL9	392	10	402	13301.5
OIT3	392	10	402	13301.5
POLA1	321	81	402	13301.5
SESN3	327	75	402	13301.5
SLA2	392	10	402	13301.5
TMOD2	348	54	402	13301.5
TRAPPC8	369	33	402	13301.5
TRIM9	378	24	402	13301.5
TTR	369	33	402	13301.5
UVSSA	264	138	402	13301.5
ZCCHC2	362	40	402	13301.5
ZFPL1	381	21	402	13301.5
ADAMTS17	384	17	401	13289
FBXL17	289	112	401	13289
GRM8	346	55	401	13289
ADAM22	365	35	400	13269.5
ANKDD1A	352	48	400	13269.5
ATP13A5	372	28	400	13269.5
ATP5MF	345	55	400	13269.5
BHLHB9	290	110	400	13269.5
CAPN12	388	12	400	13269.5
CD96	370	30	400	13269.5
EIF4ENIF1	268	132	400	13269.5
EZH1	325	75	400	13269.5
FAM3B	368	32	400	13269.5
FHOD3	344	56	400	13269.5
FPGS	345	55	400	13269.5
FRMD8	372	28	400	13269.5
GTF2I	380	20	400	13269.5
IQGAP2	272	128	400	13269.5
KCNIP2	320	80	400	13269.5
MKNK1	375	25	400	13269.5
NME9	356	44	400	13269.5
NR2C1	316	84	400	13269.5
NSG1	248	152	400	13269.5
NXT2	308	92	400	13269.5
OTX2	345	55	400	13269.5
OXGR1	342	58	400	13269.5
PGM3	295	105	400	13269.5
PISD	268	132	400	13269.5
POLR2B	340	60	400	13269.5
SIVA1	308	92	400	13269.5
SRI	365	35	400	13269.5
SYCP1	376	24	400	13269.5
TGFBR3	352	48	400	13269.5
TRAPPC3L	354	46	400	13269.5
TRIOBP	230	170	400	13269.5
UBL7	350	50	400	13269.5
UHRF2	356	44	400	13269.5
USP44	316	84	400	13269.5
ZNF789	345	55	400	13269.5
ABHD17C	366	33	399	13242
ARPC4	372	27	399	13242
CLDN19	384	15	399	13242
CRLS1	396	3	399	13242
CRNKL1	396	3	399	13242
DRG2	315	84	399	13242
IL17RE	372	27	399	13242
KIF1B	315	84	399	13242
NAA20	396	3	399	13242
NETO1	330	69	399	13242
P3H1	384	15	399	13242
PRRT4	363	36	399	13242
RPUSD3	372	27	399	13242
SCGN	390	9	399	13242
SOD2	175	224	399	13242
TADA3	372	27	399	13242
TMEM263	217	182	399	13242
TYMS	351	48	399	13242
YES1	351	48	399	13242
DUSP16	386	12	398	13228.5
GAL3ST3	384	14	398	13228.5
NDUFAF5	396	2	398	13228.5
OSTN	376	22	398	13228.5
SF3B2	384	14	398	13228.5
TMEM212	362	36	398	13228.5
UNC5CL	382	16	398	13228.5
ZNF253	395	3	398	13228.5
THSD4	370	27	397	13224
ATAT1	372	24	396	13210
ATP6V0A1	306	90	396	13210
CDKL5	292	104	396	13210
CLDN16	376	20	396	13210
CLPTM1	369	27	396	13210
DBI	324	72	396	13210
DSTN	394	2	396	13210
IFT80	354	42	396	13210
IGF2BP3	386	10	396	13210
KBTBD12	348	48	396	13210
LMO7	222	174	396	13210
MFF	252	144	396	13210
MLH1	324	72	396	13210
MMD2	376	20	396	13210
NFAT5	222	174	396	13210
NQO1	222	174	396	13210
PIEZO2	332	64	396	13210
PLXNA4	360	36	396	13210
PPP3CC	120	276	396	13210
PSG3	369	27	396	13210
RAG2	386	10	396	13210
RELB	369	27	396	13210
RPL18	364	32	396	13210
SKA1	328	68	396	13210
SLC25A36	356	40	396	13210
THYN1	252	144	396	13210
TPRA1	348	48	396	13210
ACAA1	310	85	395	13190
BABAM2	375	20	395	13190
C7orf57	380	15	395	13190
CPED1	324	71	395	13190
CYP2D6	215	180	395	13190
EML3	360	35	395	13190
FAM19A5	304	91	395	13190
GNPDA1	230	165	395	13190
MYD88	310	85	395	13190
RC3H2	320	75	395	13190
RER1	340	55	395	13190
RMDN2	389	6	395	13190
ZSCAN9	375	20	395	13190
ADTRP	378	16	394	13179
DSG4	372	22	394	13179
EIF4A2	360	34	394	13179
MRPS16	384	10	394	13179
MSS51	384	10	394	13179
SYNPO2L	384	10	394	13179
TRDMT1	388	6	394	13179
USP54	384	10	394	13179
ZNF529	382	12	394	13179
DTD1	389	4	393	13170.5
FBN2	250	143	393	13170.5
GALNT15	354	39	393	13170.5
MED17	318	75	393	13170.5
MRPL37	372	21	393	13170.5
PCYT1B	321	72	393	13170.5
SLC38A2	369	24	393	13170.5
C1orf141	364	28	392	13151.5
CHRM2	364	28	392	13151.5
CIAO2A	344	48	392	13151.5
CLIP1	184	208	392	13151.5
CTCF	160	232	392	13151.5
DAPK2	344	48	392	13151.5
EML2	352	40	392	13151.5
ERICH6	372	20	392	13151.5
FPR1	370	22	392	13151.5
FPR3	370	22	392	13151.5
HDAC10	280	112	392	13151.5
HNF1A	196	196	392	13151.5
HSD17B12	386	6	392	13151.5
IL12RB2	364	28	392	13151.5
IL23R	364	28	392	13151.5
KIF21A	364	28	392	13151.5
LAMA5	385	7	392	13151.5
METTL5	343	49	392	13151.5
MIB2	315	77	392	13151.5
MYO19	364	28	392	13151.5
OLFM1	315	77	392	13151.5
PBX3	340	52	392	13151.5
PLCG1	372	20	392	13151.5
PODN	372	20	392	13151.5
SIX5	352	40	392	13151.5
SSX2IP	344	48	392	13151.5
TECTB	340	52	392	13151.5
XIRP2	308	84	392	13151.5
ZNF613	370	22	392	13151.5
ZNF649	370	22	392	13151.5
ESF1	390	1	391	13134.5
OSTM1	362	29	391	13134.5
RAB21	377	14	391	13134.5
ADCY1	375	15	390	13116
ALDH1L1	294	96	390	13116
APOL4	205	185	390	13116
ARAF	330	60	390	13116
ARFIP1	270	120	390	13116
ATG13	378	12	390	13116
B4GALT4	330	60	390	13116
C1QL3	384	6	390	13116
CCNG1	235	155	390	13116
CDH7	330	60	390	13116
DCAKD	305	85	390	13116
DCDC1	372	18	390	13116
GSN	312	78	390	13116
HELB	377	13	390	13116
IL12A	348	42	390	13116
KEAP1	378	12	390	13116
KIAA2026	346	44	390	13116
LBH	375	15	390	13116
LIPH	356	34	390	13116
NAB1	375	15	390	13116
NLE1	366	24	390	13116
NOSTRIN	336	54	390	13116
NSD1	300	90	390	13116
PHF14	369	21	390	13116
PLAC8	330	60	390	13116
PYGL	366	24	390	13116
RANBP6	346	44	390	13116
SETMAR	339	51	390	13116
SHKBP1	376	14	390	13116
SLC18B1	346	44	390	13116
STYXL1	348	42	390	13116
TMEM41A	356	34	390	13116
ZNF222	363	27	390	13116
KRT39	385	4	389	13098.5
AP4M1	344	44	388	13089.5
BRPF3	376	12	388	13089.5
C10orf105	372	16	388	13089.5
COX7A1	376	12	388	13089.5
DDX52	379	9	388	13089.5
ETFA	352	36	388	13089.5
GAL3ST4	344	44	388	13089.5
HAUS2	312	76	388	13089.5
IFT74	356	32	388	13089.5
KLHL8	340	48	388	13089.5
LIMK2	268	120	388	13089.5
OVOL3	376	12	388	13089.5
PPP1R17	382	6	388	13089.5
PRKAG2	342	46	388	13089.5
SLFN12L	364	24	388	13089.5
SSR4	304	84	388	13089.5
AGER	351	36	387	13069.5
ANKRD9	318	69	387	13069.5
ASNA1	369	18	387	13069.5
B4GALNT3	382	5	387	13069.5
BEST2	369	18	387	13069.5
BUB3	339	48	387	13069.5
C19orf25	234	153	387	13069.5
CD300C	365	22	387	13069.5
CGB7	363	24	387	13069.5
CINP	318	69	387	13069.5
COPS7B	252	135	387	13069.5
EIF5	318	69	387	13069.5
IER2	369	18	387	13069.5
LRBA	324	63	387	13069.5
PLCXD2	357	30	387	13069.5
PLSCR1	315	72	387	13069.5
TRIR	369	18	387	13069.5
TRPM4	363	24	387	13069.5
UBE2O	365	22	387	13069.5
VRK2	343	44	387	13069.5
ZNF700	369	18	387	13069.5
ZNF763	369	18	387	13069.5
ZNF788P	369	18	387	13069.5
ZNF839	318	69	387	13069.5
ITGB8	374	12	386	13055
KPNA5	340	46	386	13055
MINDY3	384	2	386	13055
MYL7	380	6	386	13055
P2RY14	366	20	386	13055
ADAP1	360	25	385	13044
APOL3	205	180	385	13044
C5orf63	250	135	385	13044
CDK7	230	155	385	13044
CFAP36	380	5	385	13044
CYB5R3	215	170	385	13044
ETS1	230	155	385	13044
FAM153B	270	115	385	13044
GFAP	305	80	385	13044
HSPA8	168	217	385	13044
MRRF	320	65	385	13044
ODF2	275	110	385	13044
POLDIP3	215	170	385	13044
PRKAR1B	360	25	385	13044
SCN9A	315	70	385	13044
TMEM213	357	28	385	13044
ZFYVE27	322	63	385	13044
ACSF3	200	184	384	13024
AHSG	350	34	384	13024
C19orf70	352	32	384	13024
CPNE9	357	27	384	13024
CREBZF	346	38	384	13024
FAM71F1	348	36	384	13024
FAM71F2	348	36	384	13024
FGFR4	300	84	384	13024
MTO1	316	68	384	13024
PCDH18	306	78	384	13024
PIGL	294	90	384	13024
PRR12	368	16	384	13024
PSTK	339	45	384	13024
SAMD7	354	30	384	13024
TRPT1	342	42	384	13024
UROS	312	72	384	13024
VPS26C	344	40	384	13024
XPO1	381	3	384	13024
ZBTB32	374	10	384	13024
ZFPM1	200	184	384	13024
ZNF138	372	12	384	13024
ZNF536	379	5	384	13024
ZNF821	186	198	384	13024
AGBL4	354	29	383	13010.5
DENND1A	323	60	383	13010.5
UBE2E2	339	44	383	13010.5
ZNF333	363	20	383	13010.5
ABCF3	352	30	382	13001
ANK2	272	110	382	13001
AP2A1	366	16	382	13001
CDC37L1	340	42	382	13001
CYP39A1	366	16	382	13001
DVL3	352	30	382	13001
EIF2B5	352	30	382	13001
KRT35	366	16	382	13001
KRT36	366	16	382	13001
OR5AU1	342	40	382	13001
PDCD2L	376	6	382	13001
SMPDL3A	332	50	382	13001
TSKS	366	16	382	13001
USPL1	342	40	382	13001
VWA5B2	352	30	382	13001
C8B	357	24	381	12990
DCC	325	56	381	12990
DENND2C	366	15	381	12990
DNAH7	351	30	381	12990
EGR2	357	24	381	12990
PPIH	366	15	381	12990
TPPP2	345	36	381	12990
ABHD11	368	12	380	12970.5
APOLD1	370	10	380	12970.5
C15orf40	340	40	380	12970.5
CLK4	296	84	380	12970.5
CORO2B	344	36	380	12970.5
DCTN6	260	120	380	12970.5
DDX47	370	10	380	12970.5
GCH1	325	55	380	12970.5
GGTLC2	288	92	380	12970.5
GPRC5D	370	10	380	12970.5
HEBP1	370	10	380	12970.5
KMT2E	332	48	380	12970.5
LPIN1	330	50	380	12970.5
MRPS27	215	165	380	12970.5
PDPN	260	120	380	12970.5
PIWIL3	288	92	380	12970.5
PTBP2	328	52	380	12970.5
RNF14	230	150	380	12970.5
SACS	284	96	380	12970.5
SIRPA	376	4	380	12970.5
SLC36A1	220	160	380	12970.5
TNFSF10	348	32	380	12970.5
TPTE2	250	130	380	12970.5
TRABD	268	112	380	12970.5
TRIM28	330	50	380	12970.5
TSEN54	358	22	380	12970.5
TSPO	248	132	380	12970.5
ZNF132	330	50	380	12970.5
ZNF300	220	160	380	12970.5
ZNF385B	355	25	380	12970.5
ZWINT	352	28	380	12970.5
AFG1L	350	29	379	12954
AJUBA	342	36	378	12939
AKR1D1	357	21	378	12939
ANGPTL8	360	18	378	12939
ANKMY1	261	117	378	12939
ANXA3	345	33	378	12939
BSCL2	336	42	378	12939
CD300E	356	22	378	12939
CD300LD	356	22	378	12939
CDH6	362	16	378	12939
CDR2L	355	23	378	12939
CDV3	312	66	378	12939
DCTN2	339	39	378	12939
GNAO1	234	144	378	12939
GPHA2	357	21	378	12939
HADH	294	84	378	12939
IGHD	354	24	378	12939
MAJIN	357	21	378	12939
MNX1	345	33	378	12939
MRPL58	355	23	378	12939
PGA4	348	30	378	12939
PGA5	348	30	378	12939
SLC2A11	240	138	378	12939
SLFN12	354	24	378	12939
TMEM170A	156	222	378	12939
UIMC1	294	84	378	12939
VWCE	348	30	378	12939
ZNF100	372	6	378	12939
FBLN1	215	162	377	12923.5
ARL13B	324	52	376	12909.5
BMP1	104	272	376	12909.5
CCNY	364	12	376	12909.5
CIP2A	328	48	376	12909.5
CRYGS	342	34	376	12909.5
DNAJB11	342	34	376	12909.5
DRP2	288	88	376	12909.5
FBXL4	330	46	376	12909.5
FBXO16	116	260	376	12909.5
FBXO24	324	52	376	12909.5
GALNT11	332	44	376	12909.5
MAPK12	264	112	376	12909.5
MAPK4	308	68	376	12909.5
MOSPD3	324	52	376	12909.5
PILRA	324	52	376	12909.5
PIWIL2	100	276	376	12909.5
PLAUR	344	32	376	12909.5
RAB11A	332	44	376	12909.5
RASGEF1C	276	100	376	12909.5
RBPJ	200	176	376	12909.5
SLC39A14	100	276	376	12909.5
SPOCD1	340	36	376	12909.5
TBC1D9B	276	100	376	12909.5
ZAN	324	52	376	12909.5
APOL1	205	170	375	12886.5
BCL7B	366	9	375	12886.5
DACH2	270	105	375	12886.5
FAM153A	270	105	375	12886.5
GNAL	315	60	375	12886.5
GRIA2	260	115	375	12886.5
KIAA0930	215	160	375	12886.5
MB	205	170	375	12886.5
MLLT3	327	48	375	12886.5
NRXN2	335	40	375	12886.5
RBBP7	291	84	375	12886.5
SETD7	305	70	375	12886.5
TRIM2	270	105	375	12886.5
USB1	240	135	375	12886.5
ZNF219	345	30	375	12886.5
ZNF225	348	27	375	12886.5
ZNF233	348	27	375	12886.5
ZNF235	348	27	375	12886.5
ZNF285	348	27	375	12886.5
ZNF430	369	6	375	12886.5
ITGB3	336	38	374	12873
JAKMIP1	240	134	374	12873
MCHR2	328	46	374	12873
MEP1A	358	16	374	12873
SCGB2B2	365	9	374	12873
TCF21	330	44	374	12873
YAE1	359	15	374	12873
NFKBIZ	337	36	373	12868.5
SERPINB5	331	42	373	12868.5
AATF	363	9	372	12851
ADAM29	204	168	372	12851
ADGRA1	312	60	372	12851
AFTPH	368	4	372	12851
ARL8B	324	48	372	12851
ATP5MC2	288	84	372	12851
C11orf65	240	132	372	12851
CHIA	324	48	372	12851
DBP	340	32	372	12851
DYNC2LI1	364	8	372	12851
FAM83D	356	16	372	12851
MTMR1	300	72	372	12851
NDUFC1	288	84	372	12851
NPNT	282	90	372	12851
OR7D2	354	18	372	12851
OR7D4	354	18	372	12851
PLSCR5	333	39	372	12851
PNPLA4	270	102	372	12851
RAB1A	368	4	372	12851
RASGRP1	234	138	372	12851
ROR1	351	21	372	12851
RPGRIP1	332	40	372	12851
SALL2	332	40	372	12851
SLC17A4	366	6	372	12851
SPG21	332	40	372	12851
TMEM244	328	44	372	12851
TSPEAR	354	18	372	12851
VCX	270	102	372	12851
ZBTB21	332	40	372	12851
ZFP1	162	210	372	12851
ZNF429	366	6	372	12851
ARGLU1	325	46	371	12831.5
ARHGAP26	221	150	371	12831.5
BACE1	147	224	371	12831.5
CADM1	147	224	371	12831.5
FAXC	325	46	371	12831.5
HMBS	147	224	371	12831.5
AGL	305	65	370	12817.5
CABIN1	255	115	370	12817.5
CNIH1	325	45	370	12817.5
COMMD4	325	45	370	12817.5
DSG1	345	25	370	12817.5
FKBP5	364	6	370	12817.5
GABRR1	240	130	370	12817.5
ICAM3	358	12	370	12817.5
IQCH	325	45	370	12817.5
PLA2G7	354	16	370	12817.5
PPCDC	325	45	370	12817.5
PPIF	363	7	370	12817.5
PRXL2B	315	55	370	12817.5
SAMD4A	325	45	370	12817.5
SARAF	248	122	370	12817.5
SLC25A27	354	16	370	12817.5
SMAD3	325	45	370	12817.5
SMIM18	250	120	370	12817.5
SPTY2D1OS	340	30	370	12817.5
STAG2	255	115	370	12817.5
TAAR2	326	44	370	12817.5
TDRD6	354	16	370	12817.5
GPC5	313	56	369	12804
IQCJ	327	42	369	12804
LDAH	324	45	369	12804
MADCAM1	234	135	369	12804
PRTFDC1	363	6	369	12804
ARHGAP36	268	100	368	12793.5
BLOC1S5	348	20	368	12793.5
BPIFA1	348	20	368	12793.5
C18orf54	308	60	368	12793.5
CDK5RAP1	348	20	368	12793.5
GAS2	350	18	368	12793.5
GTF2H2C	244	124	368	12793.5
NPTN	332	36	368	12793.5
PPP1R3F	296	72	368	12793.5
RHD	304	64	368	12793.5
SIGLEC9	350	18	368	12793.5
SLC38A5	296	72	368	12793.5
STARD6	308	60	368	12793.5
TIMM17B	296	72	368	12793.5
TIMM8A	280	88	368	12793.5
TM9SF2	310	58	368	12793.5
KDM5A	362	5	367	12784
RAD18	339	28	367	12784
ZNF800	295	72	367	12784
ARFIP2	300	66	366	12772
ARHGAP25	348	18	366	12772
BBIP1	276	90	366	12772
C18orf25	318	48	366	12772
CCDC14	294	72	366	12772
CCDC83	326	40	366	12772
CLASRP	339	27	366	12772
EFNB2	320	46	366	12772
GRN	318	48	366	12772
HEY2	322	44	366	12772
INHBA	351	15	366	12772
NTSR1	359	7	366	12772
OTOF	336	30	366	12772
PEG10	324	42	366	12772
SNRPG	348	18	366	12772
SRGAP3	339	27	366	12772
TMX3	306	60	366	12772
TRIM69	252	114	366	12772
TRPC1	330	36	366	12772
VIPAS39	258	108	366	12772
WDR63	327	39	366	12772
FRMD1	220	145	365	12758
ICA1L	320	45	365	12758
MGA	275	90	365	12758
PAM	225	140	365	12758
PNPLA6	325	40	365	12758
PPIP5K2	225	140	365	12758
SIMC1	250	115	365	12758
AEBP1	358	6	364	12743.5
ATP7A	260	104	364	12743.5
BMF	231	133	364	12743.5
CSN1S1	332	32	364	12743.5
EIF4E2	259	105	364	12743.5
FAM86B1	112	252	364	12743.5
GPR19	350	14	364	12743.5
HHLA3	328	36	364	12743.5
IDH3B	360	4	364	12743.5
LMO2	354	10	364	12743.5
LRRIQ3	320	44	364	12743.5
MAGT1	260	104	364	12743.5
NCOR1	244	120	364	12743.5
OLA1	336	28	364	12743.5
PXK	231	133	364	12743.5
SYTL4	276	88	364	12743.5
TAF4B	344	20	364	12743.5
TMEM121	316	48	364	12743.5
TNFRSF19	264	100	364	12743.5
TSTD3	318	46	364	12743.5
TTLL5	232	132	364	12743.5
UBE2E1	320	44	364	12743.5
ARL2	342	21	363	12726
BATF2	342	21	363	12726
CYB5RL	342	21	363	12726
DNAJC12	348	15	363	12726
IDS	291	72	363	12726
KLHDC2	339	24	363	12726
MAGEA8	291	72	363	12726
MICAL3	263	100	363	12726
PGA3	333	30	363	12726
SLC35A5	336	27	363	12726
SLC37A3	342	21	363	12726
STARD8	303	60	363	12726
TCEANC2	342	21	363	12726
BTBD11	232	130	362	12713
C19orf84	340	22	362	12713
CLDND2	340	22	362	12713
COL10A1	316	46	362	12713
DHTKD1	360	2	362	12713
ETFB	340	22	362	12713
LIM2	340	22	362	12713
NOSIP	346	16	362	12713
RPL13A	346	16	362	12713
RPL22L1	330	32	362	12713
SLMAP	231	131	362	12713
SPATA6L	320	42	362	12713
TRIM47	340	22	362	12713
AC117457.1	344	17	361	12704
COQ3	315	46	361	12704
PRSS23	313	48	361	12704
SETBP1	307	54	361	12704
USP37	290	71	361	12704
ACRV1	240	120	360	12675
AMPD3	305	55	360	12675
ANKRD30A	352	8	360	12675
ANXA2	312	48	360	12675
ATG10	200	160	360	12675
CALCR	325	35	360	12675
CD86	300	60	360	12675
CDC20B	282	78	360	12675
CDKN1B	350	10	360	12675
CETN3	200	160	360	12675
CSF3R	335	25	360	12675
CUTA	312	48	360	12675
DCLK2	280	80	360	12675
DCTN1	336	24	360	12675
EIF2B4	336	24	360	12675
EMC4	260	100	360	12675
ENPP5	344	16	360	12675
EPHA10	340	20	360	12675
GABBR1	340	20	360	12675
GDF9	225	135	360	12675
GLRX	200	160	360	12675
GNGT1	325	35	360	12675
GPATCH2L	228	132	360	12675
GPR171	340	20	360	12675
HID1	337	23	360	12675
HLA-G	340	20	360	12675
HPS5	330	30	360	12675
KBTBD3	228	132	360	12675
KCNN2	225	135	360	12675
KCTD7	348	12	360	12675
MANEAL	340	20	360	12675
MBD4	295	65	360	12675
NDUFA5	284	76	360	12675
NGLY1	316	44	360	12675
PLEKHG5	220	140	360	12675
PON2	332	28	360	12675
PURG	236	124	360	12675
RANBP3	328	32	360	12675
RSPO1	340	20	360	12675
SLC24A3	358	2	360	12675
SLC25A29	245	115	360	12675
SNUPN	324	36	360	12675
SPP1	316	44	360	12675
ST7L	318	42	360	12675
STOX1	335	25	360	12675
SYNGAP1	312	48	360	12675
TUBB6	288	72	360	12675
USH1G	337	23	360	12675
VPS4B	318	42	360	12675
YKT6	354	6	360	12675
YPEL4	345	15	360	12675
ZNF385A	288	72	360	12675
IL16	329	30	359	12647
JMJD1C	335	24	359	12647
VPS37A	153	206	359	12647
AKAP8L	346	12	358	12641.5
COQ8B	344	14	358	12641.5
FABP7	308	50	358	12641.5
FER	246	112	358	12641.5
NUBPL	343	15	358	12641.5
TAF3	355	3	358	12641.5
TPH2	344	14	358	12641.5
TRAF6	348	10	358	12641.5
C12orf75	260	97	357	12627.5
C17orf50	336	21	357	12627.5
CLU	156	201	357	12627.5
COL9A3	350	7	357	12627.5
CPEB2	217	140	357	12627.5
EIF5AL1	348	9	357	12627.5
GAS2L2	336	21	357	12627.5
GMDS	331	26	357	12627.5
KANK2	339	18	357	12627.5
KRTAP4-11	353	4	357	12627.5
KRTAP4-12	353	4	357	12627.5
KRTAP4-6	353	4	357	12627.5
LRRC46	345	12	357	12627.5
MMP28	336	21	357	12627.5
MRGBP	350	7	357	12627.5
PGM1	336	21	357	12627.5
SLC39A6	318	39	357	12627.5
SNX13	336	21	357	12627.5
TIGIT	324	33	357	12627.5
