node1	node2	dirnode1	dirnode2	dir	logFCnode1	logFCnode2	fdrnode1	fdrnode2	pairs
hsa-miR-17-5p	CANT1	down	up	o	-5.98309604192827	2.06385807336049	0.006609502309041	0.00583539507489799	hsa-miR-17-5p|CANT1
hsa-let-7a-5p	CANT1	down	up	o	-5.23390380821811	2.06385807336049	0.00846459835999488	0.00583539507489799	hsa-let-7a-5p|CANT1
hsa-miR-98-5p	CANT1	down	up	o	-3.18187693766999	2.06385807336049	0.0196541772577621	0.00583539507489799	hsa-miR-98-5p|CANT1
hsa-miR-23a-3p	CDKN2AIPNL	down	up	o	-1.53546094711834	1.42249821288482	0.0474865945989311	0.0366551344206989	hsa-miR-23a-3p|CDKN2AIPNL
hsa-miR-9-5p	CERS6	down	up	o	-5.72599370543455	1.4819804960505	2.72508810090508e-09	0.00396671590990627	hsa-miR-9-5p|CERS6
hsa-miR-17-5p	CERS6	down	up	o	-5.98309604192827	1.4819804960505	0.006609502309041	0.00396671590990627	hsa-miR-17-5p|CERS6
hsa-miR-141-3p	CERS6	down	up	o	-3.02917308942756	1.4819804960505	0.0182109352678541	0.00396671590990627	hsa-miR-141-3p|CERS6
hsa-miR-148a-3p	CERS6	down	up	o	-2.79995119357716	1.4819804960505	0.0437912425384752	0.00396671590990627	hsa-miR-148a-3p|CERS6
hsa-miR-30d-5p	CERS6	down	up	o	-2.67419588386449	1.4819804960505	0.0474865945989311	0.00396671590990627	hsa-miR-30d-5p|CERS6
hsa-miR-452-5p	CERS6	down	up	o	-4.15503388282049	1.4819804960505	0.0321954305261949	0.00396671590990627	hsa-miR-452-5p|CERS6
hsa-miR-34c-5p	CERS6	down	up	o	-1.63555061547884	1.4819804960505	0.00806624862506223	0.00396671590990627	hsa-miR-34c-5p|CERS6
hsa-miR-15b-5p	ELOVL6	down	up	o	-3.25609798307128	1.62229455926322	0.00411177015424443	0.0236954438979031	hsa-miR-15b-5p|ELOVL6
hsa-miR-23a-3p	ELOVL6	down	up	o	-1.53546094711834	1.62229455926322	0.0474865945989311	0.0236954438979031	hsa-miR-23a-3p|ELOVL6
hsa-miR-107	ELOVL6	down	up	o	-2.49767569302223	1.62229455926322	0.000381905786596837	0.0236954438979031	hsa-miR-107|ELOVL6
hsa-miR-30d-5p	ELOVL6	down	up	o	-2.67419588386449	1.62229455926322	0.0474865945989311	0.0236954438979031	hsa-miR-30d-5p|ELOVL6
hsa-miR-135b-5p	ELOVL6	down	up	o	-5.26203067314419	1.62229455926322	6.47260283613501e-08	0.0236954438979031	hsa-miR-135b-5p|ELOVL6
hsa-miR-17-5p	ELOVL6	down	up	o	-5.98309604192827	1.62229455926322	0.006609502309041	0.0236954438979031	hsa-miR-17-5p|ELOVL6
hsa-miR-135a-5p	ELOVL6	down	up	o	-1.62338720671552	1.62229455926322	0.0290378779319553	0.0236954438979031	hsa-miR-135a-5p|ELOVL6
hsa-miR-10b-5p	ELOVL6	down	up	o	-3.57418799941508	1.62229455926322	0.00846459835999488	0.0236954438979031	hsa-miR-10b-5p|ELOVL6
hsa-miR-19a-3p	EPB41L5	down	up	o	-2.63315268126631	1.42528940009037	0.0473426452417031	0.0348457691595241	hsa-miR-19a-3p|EPB41L5
ESR1	EPB41L5	up	up	u	3.23405422649634	1.42528940009037	0.0433082399828929	0.0348457691595241	ESR1|EPB41L5
hsa-miR-30d-5p	EPB41L5	down	up	o	-2.67419588386449	1.42528940009037	0.0474865945989311	0.0348457691595241	hsa-miR-30d-5p|EPB41L5
hsa-miR-31-5p	EPB41L5	down	up	o	-4.33561011382054	1.42528940009037	0.000398891595266861	0.0348457691595241	hsa-miR-31-5p|EPB41L5
PXMP2	ERGIC3	up	up	u	1.99689843409723	1.61440948039384	0.0224742937161682	0.0381051604036861	PXMP2|ERGIC3
hsa-miR-148a-3p	ESR1	down	up	o	-2.79995119357716	3.23405422649634	0.0437912425384752	0.0433082399828929	hsa-miR-148a-3p|ESR1
hsa-miR-301a-3p	ESR1	down	up	o	-2.28171426492422	3.23405422649634	0.0412184594228078	0.0433082399828929	hsa-miR-301a-3p|ESR1
hsa-miR-454-3p	ESR1	down	up	o	-2.74070949767429	3.23405422649634	0.0188488302554965	0.0433082399828929	hsa-miR-454-3p|ESR1
hsa-miR-222-3p	ESR1	down	up	o	-2.4221866554013	3.23405422649634	0.0338137674408271	0.0433082399828929	hsa-miR-222-3p|ESR1
hsa-miR-107	ESR1	down	up	o	-2.49767569302223	3.23405422649634	0.000381905786596837	0.0433082399828929	hsa-miR-107|ESR1
hsa-miR-17-5p	ESR1	down	up	o	-5.98309604192827	3.23405422649634	0.006609502309041	0.0433082399828929	hsa-miR-17-5p|ESR1
hsa-miR-19a-3p	ESR1	down	up	o	-2.63315268126631	3.23405422649634	0.0473426452417031	0.0433082399828929	hsa-miR-19a-3p|ESR1
hsa-miR-221-3p	ESR1	down	up	o	-2.31433792422341	3.23405422649634	0.0179303480055631	0.0433082399828929	hsa-miR-221-3p|ESR1
hsa-miR-18a-5p	ESR1	down	up	o	-3.49745874212726	3.23405422649634	0.00266371028084267	0.0433082399828929	hsa-miR-18a-5p|ESR1
hsa-miR-31-5p	FLOT1	down	up	o	-4.33561011382054	1.02350639652084	0.000398891595266861	0.0380174594835707	hsa-miR-31-5p|FLOT1
hsa-miR-1271-5p	FLOT1	down	up	o	-2.22114657237312	1.02350639652084	0.0270653488196737	0.0380174594835707	hsa-miR-1271-5p|FLOT1
hsa-miR-17-5p	FOXA1	down	up	o	-5.98309604192827	3.78378274098754	0.006609502309041	5.72907639947336e-06	hsa-miR-17-5p|FOXA1
hsa-miR-30d-5p	FOXA1	down	up	o	-2.67419588386449	3.78378274098754	0.0474865945989311	5.72907639947336e-06	hsa-miR-30d-5p|FOXA1
hsa-miR-23a-3p	FOXA1	down	up	o	-1.53546094711834	3.78378274098754	0.0474865945989311	5.72907639947336e-06	hsa-miR-23a-3p|FOXA1
XBP1	FOXA1	up	up	u	2.45150711819925	3.78378274098754	0.00354751653657257	5.72907639947336e-06	XBP1|FOXA1
hsa-miR-141-3p	FOXA1	down	up	o	-3.02917308942756	3.78378274098754	0.0182109352678541	5.72907639947336e-06	hsa-miR-141-3p|FOXA1
AR	FOXA1	up	up	u	2.61310783188966	3.78378274098754	0.0458061449697985	5.72907639947336e-06	AR|FOXA1
ESR1	FOXA1	up	up	u	3.23405422649634	3.78378274098754	0.0433082399828929	5.72907639947336e-06	ESR1|FOXA1
hsa-miR-132-3p	FOXA1	down	up	o	-3.81456091974567	3.78378274098754	0.00788679121302861	5.72907639947336e-06	hsa-miR-132-3p|FOXA1
hsa-miR-129-5p	GPR160	down	up	o	-1.34834701040617	2.02689470506637	0.0225582480347229	0.0311986681442041	hsa-miR-129-5p|GPR160
hsa-miR-196b-5p	GSPT1	down	up	o	-2.88154678384625	1.24730571526722	0.000381905786596837	0.0225922318807824	hsa-miR-196b-5p|GSPT1
AR	GTF2H3	up	up	u	2.61310783188966	1.16100635233697	0.0458061449697985	0.0458061449697985	AR|GTF2H3
hsa-let-7a-5p	KIAA1244	down	up	o	-5.23390380821811	2.06960038052556	0.00846459835999488	0.0241377418527296	hsa-let-7a-5p|KIAA1244
hsa-miR-30d-5p	KIAA1244	down	up	o	-2.67419588386449	2.06960038052556	0.0474865945989311	0.0241377418527296	hsa-miR-30d-5p|KIAA1244
hsa-miR-135a-5p	KIAA1244	down	up	o	-1.62338720671552	2.06960038052556	0.0290378779319553	0.0241377418527296	hsa-miR-135a-5p|KIAA1244
hsa-let-7g-5p	KIAA1244	down	up	o	-2.55417918752821	2.06960038052556	0.0407757610695505	0.0241377418527296	hsa-let-7g-5p|KIAA1244
hsa-let-7f-5p	KIAA1244	down	up	o	-3.13550889208112	2.06960038052556	0.00806624862506223	0.0241377418527296	hsa-let-7f-5p|KIAA1244
hsa-miR-19a-3p	KIAA1244	down	up	o	-2.63315268126631	2.06960038052556	0.0473426452417031	0.0241377418527296	hsa-miR-19a-3p|KIAA1244
hsa-miR-224-5p	KIAA1244	down	up	o	-3.5046404096936	2.06960038052556	0.0308078781212156	0.0241377418527296	hsa-miR-224-5p|KIAA1244
hsa-miR-135b-5p	KIAA1244	down	up	o	-5.26203067314419	2.06960038052556	6.47260283613501e-08	0.0241377418527296	hsa-miR-135b-5p|KIAA1244
hsa-miR-98-5p	KIAA1244	down	up	o	-3.18187693766999	2.06960038052556	0.0196541772577621	0.0241377418527296	hsa-miR-98-5p|KIAA1244
hsa-miR-1271-5p	KIAA1244	down	up	o	-2.22114657237312	2.06960038052556	0.0270653488196737	0.0241377418527296	hsa-miR-1271-5p|KIAA1244
hsa-miR-9-5p	KIAA1244	down	up	o	-5.72599370543455	2.06960038052556	2.72508810090508e-09	0.0241377418527296	hsa-miR-9-5p|KIAA1244
hsa-miR-135a-5p	KIF3B	down	up	o	-1.62338720671552	1.44118764812987	0.0290378779319553	0.0225922318807824	hsa-miR-135a-5p|KIF3B
hsa-miR-17-5p	KIF3B	down	up	o	-5.98309604192827	1.44118764812987	0.006609502309041	0.0225922318807824	hsa-miR-17-5p|KIF3B
hsa-miR-107	KIF3B	down	up	o	-2.49767569302223	1.44118764812987	0.000381905786596837	0.0225922318807824	hsa-miR-107|KIF3B
hsa-miR-135b-5p	KIF3B	down	up	o	-5.26203067314419	1.44118764812987	6.47260283613501e-08	0.0225922318807824	hsa-miR-135b-5p|KIF3B
hsa-miR-29b-3p	KIF3B	down	up	o	-2.23179974387619	1.44118764812987	0.00931540781226713	0.0225922318807824	hsa-miR-29b-3p|KIF3B
hsa-miR-18a-5p	KIF3B	down	up	o	-3.49745874212726	1.44118764812987	0.00266371028084267	0.0225922318807824	hsa-miR-18a-5p|KIF3B
hsa-miR-15b-5p	KIF3B	down	up	o	-3.25609798307128	1.44118764812987	0.00411177015424443	0.0225922318807824	hsa-miR-15b-5p|KIF3B
ESR1	KLK5	up	down	o	3.23405422649634	-3.86524267858382	0.0433082399828929	0.0236954438979031	ESR1|KLK5
ESR1	KRT4	up	down	o	3.23405422649634	-2.24259272137225	0.0433082399828929	0.00322126851166312	ESR1|KRT4
MBNL1	MBNL3	down	down	d	-1.23351013369645	-1.46872998850171	0.0496086337967064	0.0371254938356865	MBNL1|MBNL3
hsa-miR-23a-3p	NEU1	down	up	o	-1.53546094711834	1.17559274849283	0.0474865945989311	0.0491557631996999	hsa-miR-23a-3p|NEU1
hsa-miR-136-5p	NFIB	up	down	o	2.21855745239315	-2.08736574298375	0.0218025220295956	0.0492976548881293	hsa-miR-136-5p|NFIB
hsa-miR-15b-5p	PPM1H	down	up	o	-3.25609798307128	2.42009981051195	0.00411177015424443	0.0458061449697985	hsa-miR-15b-5p|PPM1H
hsa-miR-301a-3p	SERINC3	down	up	o	-2.28171426492422	1.22486711410225	0.0412184594228078	0.027400572356618	hsa-miR-301a-3p|SERINC3
hsa-miR-23a-3p	SERINC3	down	up	o	-1.53546094711834	1.22486711410225	0.0474865945989311	0.027400572356618	hsa-miR-23a-3p|SERINC3
hsa-miR-454-3p	SERINC3	down	up	o	-2.74070949767429	1.22486711410225	0.0188488302554965	0.027400572356618	hsa-miR-454-3p|SERINC3
hsa-miR-19a-3p	SERINC3	down	up	o	-2.63315268126631	1.22486711410225	0.0473426452417031	0.027400572356618	hsa-miR-19a-3p|SERINC3
hsa-miR-222-3p	SPRED2	down	up	o	-2.4221866554013	1.44853616720855	0.0338137674408271	0.0183155165083765	hsa-miR-222-3p|SPRED2
hsa-miR-19a-3p	SPRED2	down	up	o	-2.63315268126631	1.44853616720855	0.0473426452417031	0.0183155165083765	hsa-miR-19a-3p|SPRED2
hsa-miR-221-3p	SPRED2	down	up	o	-2.31433792422341	1.44853616720855	0.0179303480055631	0.0183155165083765	hsa-miR-221-3p|SPRED2
GTF2H3	TAF4B	up	down	o	1.16100635233697	-1.45458458724804	0.0458061449697985	0.0415734490832948	GTF2H3|TAF4B
ESR1	TRAF3	up	down	o	3.23405422649634	-1.32128639957925	0.0433082399828929	0.0276013160286296	ESR1|TRAF3
ETV6	TRAF3	down	down	d	-1.24043067092956	-1.32128639957925	0.00649085487271247	0.0276013160286296	ETV6|TRAF3
hsa-miR-29b-3p	VPS25	down	up	o	-2.23179974387619	1.73321888744197	0.00931540781226713	0.0241377418527296	hsa-miR-29b-3p|VPS25
ESR1	XBP1	up	up	u	3.23405422649634	2.45150711819925	0.0433082399828929	0.00354751653657257	ESR1|XBP1
