node1	node2	dirnode1	dirnode2	dir	logFCnode1	logFCnode2	fdrnode1	fdrnode2	pairs
hsa-let-7a-5p	CPD	down	up	o	-5.23390380821811	2.64188686603262	0.00846459835999488	0.0279142867205005	hsa-let-7a-5p|CPD
hsa-miR-15b-5p	CPD	down	up	o	-3.25609798307128	2.64188686603262	0.00411177015424443	0.0279142867205005	hsa-miR-15b-5p|CPD
hsa-miR-135a-5p	CPD	down	up	o	-1.62338720671552	2.64188686603262	0.0290378779319553	0.0279142867205005	hsa-miR-135a-5p|CPD
hsa-let-7f-5p	CPD	down	up	o	-3.13550889208112	2.64188686603262	0.00806624862506223	0.0279142867205005	hsa-let-7f-5p|CPD
hsa-miR-135b-5p	CPD	down	up	o	-5.26203067314419	2.64188686603262	6.47260283613501e-08	0.0279142867205005	hsa-miR-135b-5p|CPD
hsa-miR-141-3p	CPD	down	up	o	-3.02917308942756	2.64188686603262	0.0182109352678541	0.0279142867205005	hsa-miR-141-3p|CPD
hsa-miR-23a-3p	CPD	down	up	o	-1.53546094711834	2.64188686603262	0.0474865945989311	0.0279142867205005	hsa-miR-23a-3p|CPD
hsa-miR-19a-3p	CPD	down	up	o	-2.63315268126631	2.64188686603262	0.0473426452417031	0.0279142867205005	hsa-miR-19a-3p|CPD
hsa-let-7g-5p	CPD	down	up	o	-2.55417918752821	2.64188686603262	0.0407757610695505	0.0279142867205005	hsa-let-7g-5p|CPD
hsa-miR-98-5p	CPD	down	up	o	-3.18187693766999	2.64188686603262	0.0196541772577621	0.0279142867205005	hsa-miR-98-5p|CPD
hsa-miR-532-3p	CPD	down	up	o	-2.58505449717745	2.64188686603262	0.00394681868314723	0.0279142867205005	hsa-miR-532-3p|CPD
hsa-miR-34c-5p	CPD	down	up	o	-1.63555061547884	2.64188686603262	0.00806624862506223	0.0279142867205005	hsa-miR-34c-5p|CPD
hsa-miR-148a-3p	CPD	down	up	o	-2.79995119357716	2.64188686603262	0.0437912425384752	0.0279142867205005	hsa-miR-148a-3p|CPD
hsa-miR-196b-5p	CPD	down	up	o	-2.88154678384625	2.64188686603262	0.000381905786596837	0.0279142867205005	hsa-miR-196b-5p|CPD
hsa-miR-18a-5p	ERBB2	down	up	o	-3.49745874212726	3.18541143042022	0.00266371028084267	0.0345815066980337	hsa-miR-18a-5p|ERBB2
NRG2	ERBB2	down	up	o	-1.68408054185368	3.18541143042022	0.00294652463883557	0.0345815066980337	NRG2|ERBB2
hsa-miR-30d-5p	FOXA1	down	up	o	-2.67419588386449	3.81033957516982	0.0474865945989311	2.64242752247085e-05	hsa-miR-30d-5p|FOXA1
AR	FOXA1	up	up	u	2.8800148886504	3.81033957516982	0.040820140719944	2.64242752247085e-05	AR|FOXA1
hsa-miR-17-5p	FOXA1	down	up	o	-5.98309604192827	3.81033957516982	0.006609502309041	2.64242752247085e-05	hsa-miR-17-5p|FOXA1
hsa-miR-141-3p	FOXA1	down	up	o	-3.02917308942756	3.81033957516982	0.0182109352678541	2.64242752247085e-05	hsa-miR-141-3p|FOXA1
hsa-miR-23a-3p	FOXA1	down	up	o	-1.53546094711834	3.81033957516982	0.0474865945989311	2.64242752247085e-05	hsa-miR-23a-3p|FOXA1
XBP1	FOXA1	up	up	u	2.03525050484598	3.81033957516982	0.0445506264317586	2.64242752247085e-05	XBP1|FOXA1
hsa-miR-132-3p	FOXA1	down	up	o	-3.81456091974567	3.81033957516982	0.00788679121302861	2.64242752247085e-05	hsa-miR-132-3p|FOXA1
hsa-miR-129-5p	GPR160	down	up	o	-1.34834701040617	2.43105437388008	0.0225582480347229	0.0120635174848667	hsa-miR-129-5p|GPR160
AR	GRB7	up	up	u	2.8800148886504	3.48135532163623	0.040820140719944	0.0279142867205005	AR|GRB7
hsa-miR-138-5p	GRB7	down	up	o	-3.16885116657324	3.48135532163623	2.80380913478108e-05	0.0279142867205005	hsa-miR-138-5p|GRB7
ERBB2	GRB7	up	up	u	3.18541143042022	3.48135532163623	0.0345815066980337	0.0279142867205005	ERBB2|GRB7
NRG2	GRB7	down	up	o	-1.68408054185368	3.48135532163623	0.00294652463883557	0.0279142867205005	NRG2|GRB7
IGF2BP3	IGF2BP2	down	down	d	-3.07560446666168	-1.47156621268165	7.2650526931096e-05	0.0445506264317586	IGF2BP3|IGF2BP2
hsa-miR-135b-5p	KIAA1244	down	up	o	-5.26203067314419	2.061674613765	6.47260283613501e-08	0.0446334150486646	hsa-miR-135b-5p|KIAA1244
hsa-miR-9-5p	KIAA1244	down	up	o	-5.72599370543455	2.061674613765	2.72508810090508e-09	0.0446334150486646	hsa-miR-9-5p|KIAA1244
hsa-miR-135a-5p	KIAA1244	down	up	o	-1.62338720671552	2.061674613765	0.0290378779319553	0.0446334150486646	hsa-miR-135a-5p|KIAA1244
hsa-let-7f-5p	KIAA1244	down	up	o	-3.13550889208112	2.061674613765	0.00806624862506223	0.0446334150486646	hsa-let-7f-5p|KIAA1244
hsa-let-7g-5p	KIAA1244	down	up	o	-2.55417918752821	2.061674613765	0.0407757610695505	0.0446334150486646	hsa-let-7g-5p|KIAA1244
hsa-let-7a-5p	KIAA1244	down	up	o	-5.23390380821811	2.061674613765	0.00846459835999488	0.0446334150486646	hsa-let-7a-5p|KIAA1244
hsa-miR-1271-5p	KIAA1244	down	up	o	-2.22114657237312	2.061674613765	0.0270653488196737	0.0446334150486646	hsa-miR-1271-5p|KIAA1244
hsa-miR-19a-3p	KIAA1244	down	up	o	-2.63315268126631	2.061674613765	0.0473426452417031	0.0446334150486646	hsa-miR-19a-3p|KIAA1244
hsa-miR-30d-5p	KIAA1244	down	up	o	-2.67419588386449	2.061674613765	0.0474865945989311	0.0446334150486646	hsa-miR-30d-5p|KIAA1244
hsa-miR-224-5p	KIAA1244	down	up	o	-3.5046404096936	2.061674613765	0.0308078781212156	0.0446334150486646	hsa-miR-224-5p|KIAA1244
hsa-miR-98-5p	KIAA1244	down	up	o	-3.18187693766999	2.061674613765	0.0196541772577621	0.0446334150486646	hsa-miR-98-5p|KIAA1244
ERBB2	KLK5	up	down	o	3.18541143042022	-3.83711215433402	0.0345815066980337	0.0445506264317586	ERBB2|KLK5
hsa-miR-17-5p	LASP1	down	up	o	-5.98309604192827	2.01598214424389	0.006609502309041	0.0487171215027125	hsa-miR-17-5p|LASP1
hsa-miR-9-5p	LASP1	down	up	o	-5.72599370543455	2.01598214424389	2.72508810090508e-09	0.0487171215027125	hsa-miR-9-5p|LASP1
hsa-miR-23a-3p	LASP1	down	up	o	-1.53546094711834	2.01598214424389	0.0474865945989311	0.0487171215027125	hsa-miR-23a-3p|LASP1
hsa-miR-29b-3p	LASP1	down	up	o	-2.23179974387619	2.01598214424389	0.00931540781226713	0.0487171215027125	hsa-miR-29b-3p|LASP1
hsa-miR-28-5p	NANOS1	down	up	o	-2.4440152964052	2.51611221181349	0.0105016943989857	0.040820140719944	hsa-miR-28-5p|NANOS1
hsa-miR-452-5p	NANOS1	down	up	o	-4.15503388282049	2.51611221181349	0.0321954305261949	0.040820140719944	hsa-miR-452-5p|NANOS1
hsa-miR-1271-5p	NANOS1	down	up	o	-2.22114657237312	2.51611221181349	0.0270653488196737	0.040820140719944	hsa-miR-1271-5p|NANOS1
hsa-miR-222-3p	NANOS1	down	up	o	-2.4221866554013	2.51611221181349	0.0338137674408271	0.040820140719944	hsa-miR-222-3p|NANOS1
hsa-miR-17-5p	NANOS1	down	up	o	-5.98309604192827	2.51611221181349	0.006609502309041	0.040820140719944	hsa-miR-17-5p|NANOS1
hsa-miR-29b-3p	NANOS1	down	up	o	-2.23179974387619	2.51611221181349	0.00931540781226713	0.040820140719944	hsa-miR-29b-3p|NANOS1
hsa-miR-221-3p	NANOS1	down	up	o	-2.31433792422341	2.51611221181349	0.0179303480055631	0.040820140719944	hsa-miR-221-3p|NANOS1
hsa-miR-30d-5p	RAB27B	down	up	o	-2.67419588386449	2.46239509732406	0.0474865945989311	0.0135480530064864	hsa-miR-30d-5p|RAB27B
hsa-miR-9-5p	RAB27B	down	up	o	-5.72599370543455	2.46239509732406	2.72508810090508e-09	0.0135480530064864	hsa-miR-9-5p|RAB27B
hsa-miR-221-3p	SPRED2	down	up	o	-2.31433792422341	1.82349720086585	0.0179303480055631	0.00294652463883557	hsa-miR-221-3p|SPRED2
hsa-miR-222-3p	SPRED2	down	up	o	-2.4221866554013	1.82349720086585	0.0338137674408271	0.00294652463883557	hsa-miR-222-3p|SPRED2
hsa-miR-19a-3p	SPRED2	down	up	o	-2.63315268126631	1.82349720086585	0.0473426452417031	0.00294652463883557	hsa-miR-19a-3p|SPRED2
hsa-miR-221-3p	SRCIN1	down	up	o	-2.31433792422341	2.29059562167855	0.0179303480055631	0.0445506264317586	hsa-miR-221-3p|SRCIN1
hsa-miR-17-5p	SRCIN1	down	up	o	-5.98309604192827	2.29059562167855	0.006609502309041	0.0445506264317586	hsa-miR-17-5p|SRCIN1
hsa-miR-222-3p	SRCIN1	down	up	o	-2.4221866554013	2.29059562167855	0.0338137674408271	0.0445506264317586	hsa-miR-222-3p|SRCIN1
hsa-miR-148a-3p	STX3	down	up	o	-2.79995119357716	1.49977861087969	0.0437912425384752	0.0384695213957696	hsa-miR-148a-3p|STX3
hsa-let-7a-5p	STX3	down	up	o	-5.23390380821811	1.49977861087969	0.00846459835999488	0.0384695213957696	hsa-let-7a-5p|STX3
hsa-let-7g-5p	STX3	down	up	o	-2.55417918752821	1.49977861087969	0.0407757610695505	0.0384695213957696	hsa-let-7g-5p|STX3
SLC6A2	STX3	down	up	o	-1.56268103661749	1.49977861087969	0.00322343211513466	0.0384695213957696	SLC6A2|STX3
hsa-let-7f-5p	STX3	down	up	o	-3.13550889208112	1.49977861087969	0.00806624862506223	0.0384695213957696	hsa-let-7f-5p|STX3
hsa-miR-98-5p	STX3	down	up	o	-3.18187693766999	1.49977861087969	0.0196541772577621	0.0384695213957696	hsa-miR-98-5p|STX3
hsa-miR-107	STX3	down	up	o	-2.49767569302223	1.49977861087969	0.000381905786596837	0.0384695213957696	hsa-miR-107|STX3
hsa-miR-221-3p	TP53INP2	down	up	o	-2.31433792422341	2.10795182271234	0.0179303480055631	0.0149633028859974	hsa-miR-221-3p|TP53INP2
hsa-miR-1271-5p	TP53INP2	down	up	o	-2.22114657237312	2.10795182271234	0.0270653488196737	0.0149633028859974	hsa-miR-1271-5p|TP53INP2
hsa-miR-29b-3p	TP53INP2	down	up	o	-2.23179974387619	2.10795182271234	0.00931540781226713	0.0149633028859974	hsa-miR-29b-3p|TP53INP2
hsa-miR-138-5p	TP53INP2	down	up	o	-3.16885116657324	2.10795182271234	2.80380913478108e-05	0.0149633028859974	hsa-miR-138-5p|TP53INP2
hsa-miR-17-5p	TP53INP2	down	up	o	-5.98309604192827	2.10795182271234	0.006609502309041	0.0149633028859974	hsa-miR-17-5p|TP53INP2
hsa-miR-222-3p	TP53INP2	down	up	o	-2.4221866554013	2.10795182271234	0.0338137674408271	0.0149633028859974	hsa-miR-222-3p|TP53INP2
