logFC	AveExpr	t	P.Value	adj.P.Val	B	dir
hsa-miR-18a-5p	-3.49745874212726	-4.74405825242719	-4.04739298147742	0.000100970967324361	0.00266371028084267	1.1221316182873	down
rno-miR-7*	-3.39572741577099	-0.918660194174759	-3.92799469485256	0.000155981623873172	0.00392790089207896	0.723917155177307	down
hsa-miR-532-3p	-2.58505449717745	-1.2598640776699	-3.91432669139217	0.000163857093343658	0.00394681868314723	0.678881858931872	down
hsa-miR-15b-5p	-3.25609798307128	-1.07320388349514	-3.87379513757883	0.000189504869769472	0.00411177015424443	0.546006123538302	down
hsa-miR-362-5p	-2.10703979264307	-1.9001359223301	-3.87205231082935	0.000190689395503519	0.00411177015424443	0.540315250878393	down
hsa-miR-130b-5p	-1.46573376925209	-3.00225242718447	-3.86872398535216	0.000192971162473565	0.00411177015424443	0.529452446093861	down
hsa-miR-1254	-2.78991504245872	-1.52306796116505	-3.80092216640592	0.000245529160025031	0.00500460963154876	0.309663330085702	down
hsa-miR-140-3p	-1.89580904140468	-3.83839805825243	-3.78752731061189	0.000257411708638285	0.00500460963154876	0.266582224395529	down
hsa-miR-17-3p	-1.83491664345412	-3.30898058252427	-3.77393836337708	0.000270024329768475	0.00500460963154876	0.222992405133892	down
hsa-miR-885-5p	-3.52871387889478	-3.5312718446602	-3.7729043505444	0.000271007741780619	0.00500460963154876	0.219680334267203	down
hsa-miR-340-3p	-2.76012103387304	-1.3267281553398	-3.75643071474289	0.000287142071100848	0.00513150668999579	0.167004524617303	down
hsa-miR-455-5p	-2.68586588363159	-0.763184466019419	-3.69617814883074	0.000354278420702224	0.00613344515840725	-0.0241862689105297	down
hsa-miR-17-5p	-5.98309604192827	-1.49227184466019	-3.66567360681597	0.000393706816242515	0.006609502309041	-0.120093450479227	down
hsa-miR-142-3p	-3.72737063795972	-2.28715533980582	-3.62002322984325	0.000460562397541579	0.00750445788935396	-0.262492539801452	down
hsa-miR-132-3p	-3.81456091974567	-2.92343689320388	-3.59697934146141	0.000498262982772566	0.00788679121302861	-0.33385735139623	down
hsa-let-7f-5p	-3.13550889208112	-2.35220388349515	-3.57445568504083	0.000537920178311462	0.00806624862506223	-0.40327366291895	down
hsa-miR-34c-5p	-1.63555061547884	-4.66466990291262	-3.57401745916897	0.000538720576042062	0.00806624862506223	-0.404620925142623	down
hsa-miR-10b-5p	-3.57418799941508	-0.946456310679614	-3.54803362323759	0.000588243280909968	0.00846459835999488	-0.484277244061244	down
hsa-let-7a-5p	-5.23390380821811	-1.24063106796117	-3.54421032262526	0.000595883278050181	0.00846459835999488	-0.495960193059961	down
hsa-miR-29b-3p	-2.23179974387619	-0.966912621359224	-3.50819724276673	0.000672592621824342	0.00931540781226713	-0.605528094772593	down
hsa-miR-664a-3p	-4.35112271268444	-0.994611650485437	-3.47247226281921	0.000757823578274736	0.0102398600576635	-0.713360789825447	down
hsa-miR-505-5p	-2.74772792649373	-0.840941747572817	-3.45209106516578	0.000810905757719066	0.0105016943989857	-0.774494014246477	down
hsa-miR-28-5p	-2.4440152964052	-1.4996213592233	-3.45052969468293	0.000815113464181198	0.0105016943989857	-0.779165731352769	down
mmu-miR-96	-1.80442991858445	-4.79527184466019	-3.43924484100328	0.00084614152737119	0.0106536910491736	-0.812881514879472	down
hsa-miR-33a-3p	-2.13333891374101	-2.75071844660194	-3.42030084650773	0.000900740769722471	0.0110891196983611	-0.869285764001225	down
hsa-miR-9-3p	-2.98038378182741	-2.06597087378641	-3.32626292760755	0.00122435696186312	0.0147455164537428	-1.14563174451947	down
hsa-miR-221-3p	-2.31433792422341	-1.12796116504855	-3.25866609548621	0.00152116670805319	0.0179303480055631	-1.34048227744872	down
hsa-miR-141-3p	-3.02917308942756	-1.49420388349515	-3.24285454314178	0.0015996958809588	0.0182109352678541	-1.38559632041096	down
hsa-miR-744-3p	-1.83673426496778	-2.73355339805825	-3.23433053214537	0.0016435862155103	0.0182109352678541	-1.40984398416652	down
hsa-miR-1201	-2.24233894468392	-2.59334951456311	-3.22700986890317	0.00168217537273345	0.0182730422842025	-1.43062748131116	down
hsa-miR-502-5p	-1.49097325502156	-4.75518446601942	-3.22082102772148	0.00171545638219209	0.018276208379508	-1.44816805723822	down
hsa-miR-146b-3p	-1.59184425228148	-1.87049514563107	-3.20884346655157	0.00178161890260643	0.018622959849886	-1.48203786395355	down
hsa-miR-454-3p	-2.74070949767429	-1.3116213592233	-3.19908919758656	0.00183725060252132	0.0188488302554965	-1.50954525474679	down
mmu-miR-379	-1.98919632593162	-4.19401941747573	-3.18959679280881	0.00189294011826576	0.0190670695548951	-1.53624901719877	down
hsa-miR-22-5p	-3.18097990753489	-0.101165048543688	-3.17365805047245	0.00199000030106665	0.0196275630906534	-1.58094253466731	down
hsa-miR-590-3p	-2.19050801511346	-2.09795145631068	-3.16896626231556	0.00201944241185423	0.0196275630906534	-1.59406401867228	down
hsa-miR-98-5p	-3.18187693766999	-2.91565048543689	-3.16297052557954	0.00205765754684152	0.0196541772577621	-1.61080925470302	down
hsa-miR-129-5p	-1.34834701040617	-5.03760194174757	-3.10665827754733	0.00245089184427329	0.0225582480347229	-1.76681713750955	down
mmu-miR-374-5p	-3.36371039112159	-2.17701941747573	-3.10232833658724	0.00248385041537563	0.0225582480347229	-1.77871783485053	down
mmu-miR-93	-3.07599015143259	0.475786407766989	-3.05307065240686	0.00288888317969895	0.02581356905731	-1.91313930413782	down
hsa-miR-639	-1.96519805920552	-1.9335145631068	-3.04287321968589	0.0029800352814133	0.0262053896175075	-1.94074578094064	down
mmu-miR-495	-3.24811792350188	-2.26722330097087	-3.03591714750701	0.00304373358496516	0.0263473188448547	-1.95953343108678	down
hsa-miR-519a-3p	-1.90746649417969	-5.34322330097087	-3.0188885399616	0.00320502354140316	0.0270653488196737	-2.00537568045128	down
hsa-miR-1271-5p	-2.22114657237312	-2.40472815533981	-3.01689728112535	0.00322439173663983	0.0270653488196737	-2.01072233417841	down
hsa-miR-95-3p	-2.40737092353315	-2.41178640776699	-2.97997800317916	0.00360367236446779	0.0289338331871762	-2.10932159380379	down
hsa-miR-135a-5p	-1.62338720671552	-5.49789320388349	-2.97397998106014	0.00366904594808099	0.0290378779319553	-2.12524487759751	down
hsa-miR-224-5p	-3.5046404096936	0.915174757281553	-2.9494201552428	0.00394830206968647	0.0308078781212156	-2.19016577264874	down
dme-miR-7	-2.2835682278195	-1.89033009708738	-2.93257089720415	0.00415107426491842	0.0319402103161778	-2.2344442006915	down
hsa-miR-500a-5p	-1.96802281594418	-2.87022366075559	-2.92561194299083	0.00423758546424702	0.0321592102355185	-2.25266970295404	down
hsa-miR-452-5p	-4.15503388282049	-4.72342718446602	-2.92063489975931	0.00430047266956394	0.0321954305261949	-2.26568229656591	down
hsa-miR-203a-3p	-2.57919112316292	0.385135922330097	-2.90880197798395	0.00445344977057386	0.0328961489719723	-2.29654502508166	down
hsa-miR-654-5p	-4.77499108091924	-3.86669902912621	-2.89715430579005	0.00460890403218275	0.0335964846556479	-2.32682168032787	down
hsa-miR-409-5p	-1.06467556134925	-5.24191262135922	-2.88626211705428	0.00475877159692434	0.0338137674408271	-2.35504199215707	down
hsa-miR-222-3p	-2.4221866554013	3.47098058252427	-2.88611807521841	0.00476078314148829	0.0338137674408271	-2.35541458659331	down
hsa-miR-590-5p	-2.36547893713684	-3.06088349514563	-2.85599285764165	0.0051990586087803	0.0364592211299277	-2.43299472299449	down
hsa-miR-198	-1.8581499079125	-4.28756310679611	-2.84125965619848	0.00542660824901934	0.0375792621244589	-2.47068573831425	down
hsa-let-7g-5p	-2.55417918752821	0.377582524271845	-2.80872236338031	0.00596179900114366	0.0407757610695505	-2.55333771067358	down
hsa-miR-301a-3p	-2.28171426492422	-1.27515533980583	-2.80070242849759	0.006100927206986	0.0412184594228078	-2.57358578932698	down
hsa-miR-148a-3p	-2.79995119357716	-2.69592233009709	-2.77533376283295	0.00656078182435639	0.0437912425384752	-2.63730952403582	down
hsa-miR-19a-3p	-2.63315268126631	-0.786999999999999	-2.74370658517691	0.00717830722076365	0.0473426452417031	-2.71605986591326	down
hsa-miR-505-3p	-1.90711508694246	-4.17473786407767	-2.7290921601785	0.00748116200896734	0.0474865945989311	-2.75218788115585	down
hsa-miR-30d-5p	-2.67419588386449	1.2612427184466	-2.72540873052664	0.00755930637071404	0.0474865945989311	-2.76126747990655	down
hsa-miR-151a-5p	-3.14248342613091	1.32876699029126	-2.72287392930967	0.00761351302846167	0.0474865945989311	-2.76750960883009	down
hsa-miR-214-3p	-2.6173546529192	0.863155339805826	-2.71963698603318	0.00768324896531073	0.0474865945989311	-2.77547355722404	down
hsa-miR-23a-3p	-1.53546094711834	-1.17284466019418	-2.71881408527514	0.00770106970949584	0.0474865945989311	-2.77749686669362	down
hsa-miR-744-5p	-2.30571756120212	-0.0521165048543672	-2.71819834666007	0.00771442872545812	0.0474865945989311	-2.77901047145991	down
