logFC	AveExpr	t	P.Value	adj.P.Val	B	dir
hsa-miR-148a-3p	3.42743980382131	-2.69592233009709	3.87157917774437	0.000193025179947199	0.00274993539025125	0.497837315766878	up
hsa-miR-149-3p	1.26034155629816	-3.15809708737864	3.8707631906897	0.00019358750942202	0.00274993539025125	0.495165309861414	up
hsa-miR-19a-5p	1.07188374367218	-4.37882524271845	3.81158363091888	0.000238807751542686	0.00322681693547922	0.302478655016293	up
hsa-miR-191-3p	1.96833561641159	-2.05463106796116	3.6855810676374	0.000370799204601615	0.00446571215976728	-0.100440869684583	up
hsa-let-7a-5p	4.89382833272918	-1.24063106796117	3.66074076935572	0.000403940575343435	0.00476134210085666	-0.178675013664125	up
hsa-miR-1271-5p	2.38335638205968	-2.40472815533981	3.63001438175968	0.000448826518024003	0.00507448757112852	-0.274893956469866	up
hsa-miR-107	1.80404542132092	-3.3601067961165	3.58519224644966	0.000522851585860019	0.00579319557132901	-0.414147711362285	up
mmu-miR-495	3.43051760966157	-2.26722330097087	3.56939385404486	0.000551591929894938	0.00599180253258422	-0.462915456691774	up
hsa-miR-23b-3p	2.83320969016329	-4.19376699029126	3.52342697180514	0.000643946495273593	0.00662793098739926	-0.603869133897184	up
hsa-miR-31-5p	3.02856432453907	-1.14890291262136	3.51698154130945	0.000658007589001732	0.00662793098739926	-0.623521048543604	up
hsa-miR-17-5p	5.24245626591617	-1.49227184466019	3.50314588032151	0.000689175517829657	0.00681791494424339	-0.665611676990982	up
hsa-miR-33a-3p	1.93124500357991	-2.75071844660194	3.40069072642086	0.000967211767768297	0.00920085975399349	-0.973278516896765	up
hsa-miR-22-5p	3.07706033629629	-0.101165048543688	3.38336392874033	0.00102358836785997	0.00945113259657368	-1.02460290390816	up
hsa-miR-26b-3p	1.86299877193337	-1.87640776699029	3.36867447361534	0.00107378709864991	0.00959480730083956	-1.06795340887015	up
hsa-miR-31-3p	3.12121223424872	-1.77418446601942	3.33290033330332	0.00120587452192964	0.010122037653773	-1.17290395807709	up
hsa-miR-301a-3p	2.41659578455234	-1.27515533980583	3.32796785564118	0.0012252384370142	0.0101310760314309	-1.18730473922762	up
hsa-miR-1260a	5.07469180743281	1.8111359223301	3.24553320503791	0.00159522651250388	0.0124472603933401	-1.42546136986537	up
hsa-miR-186-5p	2.51010731950401	-4.55466019417476	3.1972510737926	0.00185797637483482	0.0137242521554465	-1.56272331335136	up
hsa-miR-10a-5p	2.77339185799639	-1.56652427184466	3.1528815720503	0.00213450396355962	0.0155594104712109	-1.68739470683948	up
hsa-miR-23a-3p	1.55960888644882	-1.17284466019418	3.06856992281564	0.00276829690892107	0.0182575772326461	-1.92038044226012	up
hsa-miR-720	4.11447483012472	8.60777669902913	3.04997699442068	0.00292975847239736	0.018873095275676	-1.97106266479947	up
hsa-miR-9-3p	2.4859820289209	-2.06597087378641	3.02877482897479	0.00312450243220428	0.0198962568671399	-2.0285475000265	up
hsa-miR-19a-3p	2.56500730495098	-0.786999999999999	2.93955361602683	0.00408248293565347	0.0240760310031528	-2.26680328143158	up
hsa-miR-564	1.58274809178802	-1.23895145631068	2.89800341235806	0.0046152564124125	0.0258064592892869	-2.37572855897782	up
hsa-miR-504-5p	1.87011644242514	-4.77767961165049	2.8617330239665	0.00513180980065032	0.0273836527040984	-2.46974745160442	up
hsa-miR-148b-3p	1.54168757789426	-2.75415533980583	2.86114442948945	0.00514061350401847	0.0273836527040984	-2.47126496158154	up
dme-miR-7	1.9480192972243	-1.89033009708738	2.76445739998532	0.00678980913653495	0.0348292061262996	-2.71694923870387	up
hsa-miR-182-3p	4.47002144088743	-1.74014563106796	2.75767841664508	0.00692185342774529	0.0348609708997354	-2.73390522476732	up
hsa-miR-432-5p	1.70691610932272	-2.01532038834952	2.58826442717399	0.0110822710110484	0.0499152694318764	-3.14600359862498	up
