logFC	AveExpr	t	P.Value	adj.P.Val	B	dir
hsa-miR-106b-5p	2.30723835627468	3.34546153846154	7.67993362319167	7.13723587250858e-10	9.41435398421369e-09	12.4271331617741	up
hsa-miR-98-5p	4.25013694010836	-1.56113461538462	7.56359080895084	1.07065997012211e-09	1.37940842662244e-08	12.0312085247195	up
hsa-miR-1260a	7.1880343973292	4.25415384615385	7.5501354811151	1.12212861932926e-09	1.4128619434282e-08	11.9853688968137	up
hsa-miR-24-3p	2.37899272908936	6.97469230769231	7.34994788608382	2.25898392924496e-09	2.78106021511491e-08	11.3022752219606	up
hsa-miR-19a-3p	2.63769949808488	-0.297307692307692	7.33620461202814	2.37031400627827e-09	2.85468252060469e-08	11.2553106651807	up
hsa-miR-301a-3p	3.52143008055101	0.108499999999999	7.32564922115942	2.45954558587049e-09	2.89912394589841e-08	11.2192345471959	up
hsa-miR-590-3p	2.83922702019847	-1.12355769230769	7.30567628513338	2.6377201109792e-09	3.0443686280885e-08	11.150958577778	up
hsa-miR-1201	3.67545592624402	-1.43317307692308	7.24370840878076	3.27727976334821e-09	3.70533263039777e-08	10.9390255403545	up
hsa-miR-95-3p	2.88347903832014	-1.71998076923077	7.13550752494896	4.78959942257932e-09	5.30687616021788e-08	10.5686456181153	up
hsa-miR-30d-5p	3.16836275557492	3.52230769230769	6.92798123568076	9.92672945069433e-09	1.03762417277069e-07	9.85737248512682	up
hsa-miR-26a-1-3p	2.04843542610399	-1.19630769230769	6.90660488482976	1.07012521027271e-08	1.09786919720571e-07	9.78405957006921	up
hsa-miR-196b-5p	3.04793095549512	-2.65525	6.80602114808092	1.52409085800354e-08	1.53517515515265e-07	9.43902359221749	up
hsa-miR-505-5p	2.67233944946946	0.696673076923076	6.80036620806467	1.55470161592032e-08	1.53804409860689e-07	9.41962271914686	up
hsa-miR-941	3.32316347319326	-1.90505769230769	6.79300077627874	1.595496119513e-08	1.55071026352667e-07	9.39435325397506	up
hsa-let-7g-5p	2.88230015261241	2.05084615384615	6.70116913924809	2.20375506137075e-08	2.06928865084643e-07	9.07928265831101	up
hsa-miR-151a-5p	3.00276169329195	2.83355769230769	6.69559863301609	2.24736095160867e-08	2.075063278652e-07	9.06017046002939	up
hsa-miR-34a-3p	2.90874699236346	1.90421153846154	6.65295086415643	2.61109948234494e-08	2.37139198888376e-07	8.91385133111397	up
hsa-miR-532-3p	2.48161339718995	0.145403846153847	6.63176422264735	2.81312977606879e-08	2.51366757410018e-07	8.84116638191156	up
hsa-miR-19b-3p	2.56306903886971	4.90225	6.60645083405511	3.07510901164457e-08	2.7041434800811e-07	8.75432851678454	up
hsa-let-7d-5p	2.68287919159188	3.10803846153846	6.46358987876725	5.08256258127718e-08	4.39959323441806e-07	8.26440226447548	up
hsa-miR-132-3p	4.17868366592616	-1.94940384615385	6.45226996896136	5.28896396418955e-08	4.50782467101694e-07	8.22559795727982	up
hsa-miR-590-5p	2.71391085222606	-2.09986538461538	6.37496862786085	6.94070059910014e-08	5.82598201803254e-07	7.96069785342469	up
hsa-miR-625-5p	2.17070733640863	-3.23298076923077	6.29075061370493	9.33121859912743e-08	7.71566433420387e-07	7.67230292984238	up
hsa-miR-29a-5p	2.77806483653131	-0.283346153846154	6.27641510703805	9.81318230223524e-08	7.99485734623282e-07	7.62323803975661	up
hsa-let-7e-5p	3.76970392106381	5.60996153846154	6.19394920418745	1.31091691578139e-07	1.04242976397723e-06	7.34115569540304	up
hsa-miR-200c-3p	1.91333375013737	7.91123076923077	6.19091686179556	1.32494490046739e-07	1.04242976397723e-06	7.33078911111854	up
hsa-miR-29b-3p	2.37529301367963	0.372769230769231	6.18855688278813	1.33596594300332e-07	1.04242976397723e-06	7.32272142105182	up
hsa-miR-142-3p	3.71988179437248	0.0721730769230773	6.18028308489046	1.37533134351211e-07	1.0498043679493e-06	7.2944392094975	up
hsa-miR-20a-3p	3.30477084759284	-2.95817307692308	6.17863366009473	1.38331622491514e-07	1.0498043679493e-06	7.2888014013829	up
hsa-miR-200b-3p	2.67064576456097	5.03438461538461	6.05881894404786	2.10582407864715e-07	1.55715538752753e-06	6.87965512971944	up
hsa-miR-361-3p	2.45914642866878	0.46598076923077	6.05851582371647	2.10806234773582e-07	1.55715538752753e-06	6.878621067273	up
hsa-miR-181a-3p	3.44460938628688	0.491461538461539	6.02114777803938	2.40294931662284e-07	1.75162358080138e-06	6.75118803313836	up
hsa-miR-330-3p	2.00956361925975	-2.12186538461538	5.99135693436592	2.66718953215319e-07	1.91899091014658e-06	6.64965983593445	up
hsa-miR-195-5p	2.87896722943219	1.99882692307692	5.93155169548138	3.28812815645668e-07	2.3058518970595e-06	6.44602759845033	up
hsa-miR-107	2.70508555266788	-2.40359615384615	5.91747323621364	3.4540827429426e-07	2.39195229948775e-06	6.39812957755304	up
hsa-miR-518e-3p	3.15768327641406	1.88998076923077	5.87848175629224	3.95849217766276e-07	2.67439593466484e-06	6.26555191835297	up
hsa-miR-331-3p	2.57354701954965	5.13351923076923	5.84157242134047	4.50325315456926e-07	3.00578584051972e-06	6.14016679621576	up
hsa-miR-93-3p	2.13083691164505	-0.195692307692307	5.83402684455917	4.62348157402718e-07	3.04929618096554e-06	6.11454767005403	up
hsa-miR-365a-3p	3.03450037326078	2.03055769230769	5.81996538034702	4.8561106885908e-07	3.16504155468153e-06	6.06681852127278	up
hsa-miR-886-5p	3.35043854332018	2.97009615384615	5.77747744656273	5.63209233966222e-07	3.62811529787543e-06	5.92270687863144	up
hsa-miR-16-1-3p	2.88470918356635	-1.36328846153846	5.69473280149672	7.51414017194907e-07	4.78486627041355e-06	5.64253694265592	up
hsa-miR-10b-3p	2.37180694523805	1.19451923076923	5.66139134588131	8.43845330915453e-07	5.31238992417228e-06	5.52983745876421	up
hsa-miR-1274b	3.2533272462858	14.1823269230769	5.59638141468015	1.05774057463848e-06	6.58413795898561e-06	5.31043582346339	up
hsa-miR-374a-5p	1.89447560990763	0.383865384615385	5.4530092064805	1.73833361489041e-06	1.05828222269153e-05	4.82831771171189	up
mmu-miR-93	2.50379076082381	2.34646153846154	5.44301554139621	1.79943865057906e-06	1.08357501350087e-05	4.79480866900273	up
hsa-miR-199a-3p	2.41474342690545	4.10632692307692	5.42520484139408	1.9136608672775e-06	1.13996572093735e-05	4.7351219364553	up
hsa-miR-130b-3p	1.98140856193589	-1.97734615384615	5.40781645551345	2.03209519990457e-06	1.1976390859012e-05	4.67689190012181	up
hsa-miR-429	2.47641845589544	-0.00792307692307645	5.39032518983292	2.15854991238258e-06	1.25877542258942e-05	4.61835935833672	up
hsa-miR-886-3p	3.09842486505703	4.62653846153846	5.37951866739704	2.24053859659178e-06	1.28106882081471e-05	4.58221792090989	up
hsa-miR-221-3p	2.43421120327137	0.489634615384614	5.3791968857295	2.2430266357225e-06	1.28106882081471e-05	4.58114200367697	up
hsa-miR-29b-2-5p	2.8085033711832	-2.28340384615385	5.29193406649521	3.02930696506934e-06	1.6951879380287e-05	4.28992343902176	up
hsa-miR-145-3p	2.12892250690861	0.0285192307692311	5.19443182471716	4.23309187898936e-06	2.3451329009601e-05	3.96591820318853	up
hsa-miR-744-5p	2.53565722270758	2.22890384615385	5.17183007102976	4.57363045313428e-06	2.5087042287489e-05	3.89103297495945	up
hsa-miR-1259	3.13466950749594	-2.38175	5.13010590428786	5.27485189779554e-06	2.86496857978307e-05	3.75301974808316	up
hsa-miR-639	2.69063334378614	-0.733788461538463	5.1019854057066	5.80628150570812e-06	3.10834101312356e-05	3.66017621778828	up
hsa-miR-1248	3.39656711333151	-0.882961538461539	5.10053136968116	5.83515280441968e-06	3.10834101312356e-05	3.65537936844569	up
hsa-miR-29a-3p	1.91785065753981	4.23046153846154	5.0552517556478	6.80867066919546e-06	3.59238433403265e-05	3.50619530147091	up
hsa-miR-432-5p	1.96272243973189	-1.66534615384616	4.99903446053392	8.24254444798518e-06	4.26763516278859e-05	3.32150902481776	up
hsa-miR-1275	1.84041648975961	5.94061538461539	4.98074225444327	8.77039163636185e-06	4.49888608013376e-05	3.26154677003958	up
hsa-miR-574-3p	1.51081219789201	4.44442307692308	4.97160981995557	9.04624845453581e-06	4.59781802184664e-05	3.23163517071096	up
hsa-miR-138-5p	2.3039445076118	-3.16909615384615	4.94548467599784	9.88346717497086e-06	4.97767346812169e-05	3.1461592565293	up
hsa-miR-139-5p	3.04656951277242	-2.52901923076923	4.93005503312875	1.0413303455484e-05	5.19727037327758e-05	3.09574171922719	up
hsa-miR-181c-3p	2.23713840345291	-2.36684615384615	4.90158147790328	1.14654828722061e-05	5.62113054088687e-05	3.00283109758545	up
hsa-miR-30d-3p	2.07577939249584	-0.401692307692309	4.89610778416229	1.16794236704422e-05	5.67579009949561e-05	2.98498955745739	up
hsa-miR-200a-3p	3.28099895909528	3.71773076923077	4.89169700909054	1.18546743774109e-05	5.71086052616144e-05	2.97061720080716	up
hsa-miR-1274a	3.05088072679621	10.1046730769231	4.83972383512283	1.41250324673183e-05	6.68826323666185e-05	2.80157783419638	up
hsa-miR-27b-3p	1.46974073633405	0.83325	4.80446386908353	1.59034856593453e-05	7.46655174176041e-05	2.6872333645583	up
mmu-miR-96	2.3232442059254	-3.89126923076923	4.7204093155921	2.10786028389414e-05	9.81306384266685e-05	2.41579464214143	up
hsa-miR-214-3p	2.43532303789967	2.90605769230769	4.70488469929704	2.22009541835636e-05	0.000102494405147452	2.36584227775837	up
hsa-miR-200a-5p	2.37210647258777	-0.869826923076924	4.68537716622712	2.36946776592196e-05	0.000108486375398411	2.30315682572768	up
hsa-miR-660-5p	2.0033226933663	2.13986538461538	4.64397049934711	2.71994719118833e-05	0.00012351235605888	2.17041026574139	up
hsa-miR-130b-5p	1.80784564276313	-2.46601923076923	4.59826682575809	3.16592261736738e-05	0.000142570676776626	2.02438802681212	up
hsa-miR-30e-3p	2.05171513249057	5.24142307692308	4.59587743162829	3.19111262099307e-05	0.000142570676776626	2.01676868630164	up
hsa-miR-628-3p	2.07081437910953	-2.82740384615385	4.58694722721072	3.28700877887745e-05	0.000145680229079848	1.98830500958591	up
hsa-miR-579-3p	1.55525380587487	-1.97669230769231	4.54716320841849	3.74965535027243e-05	0.000164865798734201	1.86175359370798	up
hsa-miR-378a-3p	1.48958476674122	0.241646776168407	4.51945512179621	4.10893328003059e-05	0.000179240081664327	1.77386448700601	up
hsa-miR-502-5p	1.73251192627054	-4.28755769230769	4.5161010178052	4.15464692630982e-05	0.000179818312279347	1.7632394777713	up
hsa-miR-31-3p	2.91463237167943	-1.03715384615385	4.49881533321642	4.39824118809634e-05	0.000188885706837626	1.7085312667913	up
hsa-miR-339-3p	1.5306341145559	0.796461538461539	4.43456606366837	5.43226067718494e-05	0.000231497878089266	1.50591458964304	up
hsa-miR-642a-5p	2.31519893401655	-1.10971153846154	4.37092692443838	6.68920050879409e-05	0.000280743718323631	1.30638815947229	up
hsa-miR-199a-5p	1.75150366761489	-0.786134615384616	4.35470440518418	7.05253370675044e-05	0.000293767193499229	1.25571712306323	up
hsa-miR-18a-3p	2.30124275892146	-2.20530769230769	4.34020265153806	7.39357396419071e-05	0.00030567462508669	1.21048785128943	up
hsa-miR-23b-3p	2.69167714887179	-3.54925	4.33093985262354	7.61977103591412e-05	0.00031269282621455	1.18163160519228	up
hsa-miR-186-5p	3.11009582413249	-3.47292307692308	4.2962082098249	8.52956284172549e-05	0.000347454251052641	1.07366677039125	up
hsa-miR-301b-3p	1.96264467674135	-5.01155769230769	4.27241590229158	9.21301729911201e-05	0.000370057985067336	0.999923476745099	up
hsa-miR-27b-5p	1.77639587953031	-1.30813461538462	4.27224713341841	9.21805089156902e-05	0.000370057985067336	0.99940101929537	up
hsa-miR-342-3p	1.72956319365378	5.43792307692308	4.26607562598244	9.4039694379733e-05	0.000374805688391166	0.980302074856231	up
hsa-miR-9-5p	3.09119446914196	-1.5515	4.26069869194645	9.56892401708447e-05	0.000378655993247486	0.96367192071116	up
hsa-miR-186-3p	1.71480987112376	-1.84657692307693	4.25793834035435	9.65469766569669e-05	0.000379340603318863	0.955138078319614	up
hsa-miR-455-3p	3.11181111394261	-4.12767307692308	4.25332116395763	9.79984542064327e-05	0.000382331997396927	0.940869135496893	up
hsa-miR-92a-1-5p	1.86086144521952	-1.95030769230769	4.19293911761231	0.000119050843198879	0.00046121795197328	0.754896572272791	up
hsa-miR-30a-5p	1.46406894643764	6.77971153846154	4.17191605042553	0.000127365565457353	0.000490003633773429	0.690427209950203	up
hsa-miR-504-5p	2.61130423858555	-4.07301923076923	4.05071599118139	0.000187491523420904	0.000706600707314155	0.321685449593669	up
hsa-miR-1225-3p	2.46512005609778	-0.683807692307694	4.03730574681134	0.00019563373242505	0.000732304647050526	0.281201483079023	up
hsa-miR-125a-5p	1.68740999157085	2.10140384615385	4.03249903273701	0.000198634795232208	0.000733624510390954	0.266706269006909	up
hsa-miR-342-5p	2.69361585765728	-3.60882692307692	4.01258533078328	0.000211550010991061	0.000771044119006893	0.206742986093375	up
hsa-miR-223-3p	1.88810244624633	4.38663461538462	3.99214121110393	0.000225654032417261	0.000813913793206972	0.14533261440971	up
hsa-miR-148b-5p	1.67082035180771	-2.75621153846154	3.99065785852031	0.000226712058619305	0.000813913793206972	0.140882856253009	up
hsa-miR-198	2.346957373549	-3.38126923076923	3.98574311386142	0.000230252005790629	0.000813913793206972	0.126145403695106	up
mmu-miR-451	1.5734811674279	2.09219230769231	3.96806556610153	0.000243432247940463	0.000853553578221624	0.0732109821051896	up
hsa-miR-532-5p	1.77891731931952	1.52467307692308	3.93479436455599	0.000270245726312718	0.000941610895454375	-0.0261013504705279	up
hsa-miR-455-5p	1.94924767770845	0.489346153846153	3.91223943289118	0.000290023741820161	0.00100420720605231	-0.0931883142624921	up
hsa-miR-1285-3p	1.19028038069163	2.29375	3.90066678022627	0.000300707319769249	0.00103473201957866	-0.127534277833403	up
hsa-miR-106b-3p	2.09925274292701	0.931211538461539	3.86854083506562	0.000332395094165402	0.00113101306897745	-0.222607998253121	up
hsa-miR-99b-3p	2.12347190073306	-0.416673076923077	3.86817777445788	0.000332770993218998	0.00113101306897745	-0.223680144341907	up
hsa-miR-564	1.63744759252073	-0.0652115384615386	3.8444487942245	0.000358248847424855	0.00121018208215469	-0.293641248719418	up
hsa-miR-539-5p	2.21818030333028	-3.98211538461538	3.83480779924002	0.000369129175585368	0.00123937917135936	-0.322002564092744	up
hsa-miR-15a-3p	1.54985278729135	-2.86226923076923	3.83040549226614	0.000374202707692004	0.00124884518109259	-0.334940711800921	up
dme-miR-7	2.72171004667661	-0.350384615384615	3.77805080287183	0.000439934592959746	0.00143366920293941	-0.488210605349071	up
hsa-miR-1300	1.34959117556711	3.30788461538462	3.72638091860104	0.000515628355653864	0.00167051525749848	-0.638375134194653	up
hsa-miR-126-5p	2.20152519507705	0.598134615384616	3.7234005633608	0.000520356594615414	0.00167603228730779	-0.64700279895869	up
hsa-miR-181a-2-3p	1.56970622972745	0.655942307692307	3.69362149601687	0.00056994623003452	0.00182514573086199	-0.733002583854497	up
hsa-miR-362-5p	1.26545027386098	-0.903269230769232	3.66670294043235	0.000618653078740934	0.00196973451507171	-0.810416103878654	up
hsa-miR-492	2.69490692313528	-2.71873076923077	3.58992361871445	0.00078050579627355	0.00245681938145197	-1.02948836615552	up
hsa-miR-335-5p	1.30724975040075	0.251826923076923	3.51160686380882	0.000986975451107283	0.00305466145203036	-1.25022833537227	up
hsa-miR-26b-3p	1.51128027867994	-0.859153846153847	3.50581933312938	0.00100414641237	0.00309053951362766	-1.26642916020426	up
hsa-miR-148a-3p	2.57322363196649	-1.61467307692308	3.48896054769239	0.00105580503854788	0.00323158006273772	-1.31353245450704	up
hsa-miR-21-3p	1.76088307898991	2.33440384615385	3.45646316341151	0.00116262371414854	0.00353897548152906	-1.40395334627444	up
hsa-miR-199b-5p	1.54773251281465	-4.77528846153846	3.44995634577574	0.00118521521569667	0.00358802857648062	-1.42199788392628	up
hsa-miR-30a-3p	1.78332833547495	5.91936538461538	3.43898785130772	0.00122424739841473	0.00368604923218349	-1.45236973080944	up
hsa-miR-214-5p	1.91961956778384	1.16103846153846	3.36397055931185	0.00152590893058759	0.00454491154594367	-1.65853461351969	up
hsa-miR-505-3p	2.16803966662167	-2.90707692307692	3.36200151792384	0.00153470738361898	0.00454667321136318	-1.66390890193075	up
hsa-miR-101-3p	1.11937597556549	-1.48382692307692	3.35384058281943	0.00157169007910996	0.004631469701207	-1.68616282850284	up
hsa-miR-744-3p	1.85320659070855	-1.63026923076923	3.3374154032254	0.00164870485781008	0.00483271159379252	-1.73085199999391	up
hsa-miR-151a-3p	1.22630206242229	5.51896153846154	3.32103660630813	0.00172905972940876	0.00504157415838133	-1.77528062932381	up
hsa-miR-592	2.12777383921782	-2.67284615384615	3.31108799740232	0.00177966679492487	0.00516196546800198	-1.80220103998576	up
hsa-miR-182-5p	1.80522836469063	-4.49419230769231	3.29393933290988	0.00187021163215501	0.00536837950369884	-1.84848682136144	up
hsa-miR-33a-3p	1.83370484608695	-1.57225	3.2642168483075	0.00203756958319597	0.00578878743123367	-1.92835511247306	up
hsa-miR-19b-1-5p	1.13486324781213	-0.907480769230769	3.24915762452364	0.00212768036040661	0.00601395367176155	-1.96864776694902	up
hsa-miR-155-5p	1.32431760355812	1.33651923076923	3.20332490622388	0.00242568336376539	0.00671914291763013	-2.09055144892806	up
hsa-miR-31-5p	2.10848938826639	0.988173076923077	3.19576099933652	0.00247850273146597	0.00683129608573208	-2.1105633874696	up
hsa-miR-23a-3p	1.4247409440254	-0.421403846153847	3.18106182730452	0.00258426718190581	0.0070585365734708	-2.14936637693162	up
hsa-miR-572	1.6775247675133	-3.27217307692308	3.18076702662182	0.00258643127150645	0.0070585365734708	-2.15014341778622	up
hsa-miR-500a-5p	1.29013291334883	-1.69920950717159	3.07332547181527	0.00349963927117781	0.00945756173771955	-2.43020890462736	up
hsa-miR-32-5p	1.56839286843817	-4.76944230769231	3.04450405163422	0.00379181962813463	0.0101974178348863	-2.50425567315071	up
hsa-miR-190b	1.6799191839069	2.93253846153846	3.03075278328497	0.00393914410169401	0.0105424436344854	-2.5394205099329	up
hsa-miR-320b	1.35910833364961	2.16284615384615	3.02006066081013	0.00405738176267493	0.010754973667569	-2.56668861450769	up
hsa-miR-1180-3p	1.70671711639012	2.17771153846154	3.00983647612083	0.00417354563572966	0.0110102108675916	-2.5927026331059	up
hsa-miR-34c-5p	1.45947258621476	-3.89346153846154	3.00018096493217	0.00428609938708349	0.0112535500494988	-2.61721504325444	up
hsa-miR-129-5p	1.38779081829636	-4.53282692307692	2.99227059249938	0.00438041942675198	0.0114469451057575	-2.63725734173418	up
hsa-miR-33b-5p	1.4903734538185	-5.20834615384615	2.95639922918167	0.0048329952469152	0.0124605340430998	-2.72769154391859	up
hsa-let-7c-5p	1.4866635960895	1.34825	2.9561893823634	0.00483576682178061	0.0124605340430998	-2.72821839074445	up
hsa-miR-25-5p	1.64187672233125	-2.83313461538462	2.8724225318291	0.00606857824692815	0.0154219832513679	-2.93645917731654	up
hsa-miR-143-3p	1.2591706849813	0.175211538461538	2.8579210018781	0.00630961436420985	0.0158887561716921	-2.97208569742932	up
hsa-miR-135a-5p	1.7064731711533	-4.89240384615384	2.81440909441757	0.00708721877348278	0.0175282107165601	-3.07821991375406	up
hsa-miR-424-5p	1.37889015670152	-3.15209615384615	2.80592003263687	0.00724891695316382	0.0178484444091234	-3.09879188456421	up
hsa-let-7f-2-3p	1.01280585089889	-2.88119230769231	2.79178850521419	0.00752568509086926	0.0182860944751823	-3.13293933870364	up
hsa-miR-766-3p	5.51556043762914	2.50415384615385	2.77945773198468	0.00777513713810536	0.0187279390196103	-3.16263481019949	up
hsa-miR-191-3p	1.41870965399753	-1.06609615384615	2.75620809188284	0.0082663825465467	0.0198250040293804	-3.21836893398395	up
hsa-miR-183-5p	1.59625922598926	-3.77559615384615	2.69553508196165	0.00968635409637293	0.0228350645505983	-3.36221740373268	up
hsa-miR-410-3p	1.26190059312711	-4.7685	2.67835495729938	0.0101273903566225	0.0235738414183567	-3.40252505236598	up
hsa-miR-148b-3p	1.2743024553372	-2.01428846153846	2.60467593286558	0.0122357373241762	0.0282441603233067	-3.5732288522281	up
hsa-miR-337-5p	1.43743525442894	-5.16832692307692	2.59253267174101	0.0126194737203505	0.0290090806683576	-3.60102289779877	up
hsa-let-7i-3p	1.45541461826649	-1.43405769230769	2.54444243081846	0.0142494856732802	0.0323533404221197	-3.71013471335309	up
hsa-miR-222-5p	1.23920479838861	-2.59155769230769	2.52630430517527	0.014912491898383	0.0337204918845069	-3.75088707437535	up
rno-miR-29c*	1.18920358947258	-2.18486538461538	2.4997092374237	0.0159353913356451	0.0357417279350096	-3.81023907459581	up
hsa-miR-192-5p	1.04169248395941	-3.81890384615385	2.47991618108405	0.0167375381879061	0.0373163014115545	-3.85409931258515	up
hsa-miR-582-5p	3.51083312157301	-1.75755769230769	2.47722051656681	0.0168495696468748	0.0373386463374746	-3.86005205518492	up
hsa-miR-652-3p	1.39998011773013	0.303269230769232	2.44897498474555	0.0180649342516048	0.039872404682825	-3.92212584289823	up
hsa-miR-614	1.0177681409768	-3.64798076923077	2.43153434206411	0.0188543895097782	0.0411698930607066	-3.96017953589752	up
hsa-miR-650	3.15274893192008	4.0695	2.43107216491858	0.0188757271433565	0.0411698930607066	-3.96118509261256	up
hsa-miR-339-5p	1.81164648432867	-1.80775	2.4035511697843	0.0201862507860136	0.0435143304881383	-4.02079437659825	up
hsa-miR-1291	1.06582376936603	3.29494230769231	2.35493831528585	0.0227025389784037	0.0483738715155218	-4.12478970630449	up
hsa-miR-424-3p	1.73185806857272	-0.817384615384614	2.34365021224581	0.023325649464558	0.0495111486718971	-4.14869863684162	up
